kaggle_row_idx,student_id,login_frequency,video_watch_time,discussion_posts,task_completion_rate,peer_interaction_count,avg_response_time,assignment_score,exam_score,attendance_rate,stress_level,anxiety_score,motivation_index,resilience_score,intervention_type,engagement_level,post_intervention_mood,risk_level,emotion,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
655,S0656,1,58.23616624551122,9,0.6764480543189635,42,12.542999213563585,68.12916062973386,46.365522996877125,0.8032048883719002,4,1,1,1,CBT_Session,4,5,medium,Scared,0.6066151797988328,0.5389781881420146,0.10636494695822096,0.0,0.75,1.0
656,S0657,22,189.03200964976253,2,0.4946696605464494,48,11.464008233737951,53.320267673024865,53.983191279091514,0.7257479695597221,3,2,2,3,Mindfulness,5,2,medium,Happy,0.4515872905113023,0.27862730536773694,0.23371607542751582,0.25,0.5,1.0
657,S0658,17,161.69457012871754,2,0.4518693721047156,25,18.329938925269055,99.46747570210196,97.0227850889256,0.9692341061829062,5,3,3,2,Peer_Support,3,1,medium,Happy,0.9389180856207608,0.21732687990163835,0.9532460729911704,0.5,1.0,1.0
658,S0659,7,204.32785003717308,14,0.5016037421468288,34,4.04682509586431,51.96459725753462,97.4996611888832,0.5612595712685469,1,1,4,4,Mindfulness,1,5,low,Surprised,0.12236829251317527,0.28855859713691645,0.961218421906839,0.75,0.0,1.0
659,S0660,25,279.5857044523769,5,0.6894296050799555,7,13.579056817241856,82.74535615739296,45.86243652320551,0.6060139252511145,5,5,3,2,Mindfulness,4,1,high,Normal,0.21194289915572107,0.5575709269723124,0.09795441662713467,0.5,1.0,1.0
660,S0661,45,164.35546186832164,16,0.3204086302154623,35,13.563694803009572,72.13679638532292,40.8999100226282,0.5147709843057466,4,2,5,3,Mindfulness,1,3,medium,Happy,0.029322666333818193,0.02904311585946917,0.014991582529613412,1.0,0.75,1.0
661,S0662,4,178.47029544621134,11,0.935074261049484,6,3.057881824638906,97.44581090943576,49.66600139538534,0.7169676248156869,5,2,4,5,CBT_Session,3,4,medium,Bored,0.43401367237932686,0.9093938345423133,0.1615418899500689,0.75,1.0,1.0
662,S0663,36,35.991638354933215,19,0.4093985966848433,45,10.613633966659012,62.29998701533976,99.7607670029349,0.6389164497823272,3,4,2,4,Peer_Support,2,2,medium,Bored,0.2777963956351488,0.1564983972464914,0.9990192772788534,0.25,0.5,1.0
663,S0664,6,218.11437791350255,10,0.4540620738099705,45,20.625550367045644,76.60434119690056,50.79997699664121,0.9349529669451604,2,2,3,4,Gamified_Task,2,5,low,Sad,0.8703053297830718,0.22046736218215734,0.1804995377664954,0.5,0.25,1.0
664,S0665,31,125.97250997320528,3,0.6627933235133524,35,20.691533305877183,74.11781042913765,70.15285640332138,0.8024704065988775,3,2,1,4,Mindfulness,2,1,medium,Surprised,0.6051451347629855,0.5194212917171573,0.504038308458996,0.0,0.5,1.0
665,S0666,19,293.2503192121479,5,0.7970803364360954,15,3.282466293152663,85.14332220250506,90.90506358583066,0.8070453689878508,4,5,1,1,Mindfulness,4,4,medium,Happy,0.6143017959574775,0.7117529634520817,0.8509708480514026,0.0,0.75,1.0
666,S0667,44,248.72046452274148,0,0.3670103383210781,23,3.0865803032001096,53.400511597621026,41.22409664129238,0.7659553484406512,1,5,1,3,Mindfulness,2,4,medium,Sad,0.5320612517439876,0.09578809909036856,0.020411289740797867,0.0,0.0,0.0
667,S0668,39,161.5195017496743,19,0.5223862882830135,0,7.0419959710445115,59.68945650116774,76.26933893550756,0.5459251686146005,5,1,4,4,CBT_Session,4,2,medium,Bored,0.09167690801993311,0.31832425916396745,0.6062928204538672,0.75,1.0,1.0
668,S0669,27,45.73456970992815,15,0.9780722239020498,48,21.11961943874185,60.72824100464249,56.62152693217746,0.7225093418626776,1,3,2,2,Gamified_Task,4,4,medium,Sad,0.4451052663905337,0.9709773778547849,0.27782340725840493,0.25,0.0,1.0
669,S0670,10,259.23058005137085,14,0.483640076746662,24,3.964759456690475,86.90753774208449,91.7400949863839,0.9997525948542584,4,5,2,5,Mindfulness,1,2,medium,Sad,0.9999999999999998,0.2628302580987356,0.8649307879211966,0.25,0.75,1.0
670,S0671,26,241.9365176729663,16,0.5191351015442027,9,17.559926460431264,59.45693481633701,57.00766895584475,0.9176146454230074,5,1,2,3,CBT_Session,2,3,medium,Happy,0.8356031568773077,0.3136677688080636,0.2842788763916909,0.25,1.0,1.0
671,S0672,19,63.529687565739565,7,0.8855489434326234,15,3.3268092511013743,78.67458819454883,81.20534321691454,0.946729527083558,3,2,3,2,CBT_Session,5,2,medium,Happy,0.8938757904897583,0.838461531238092,0.688812259746611,0.5,0.5,1.0
672,S0673,39,95.63070387388991,11,0.3351501021833186,15,15.332170636199985,60.76219102504768,80.45317794684382,0.9116131796232496,3,1,4,1,Mindfulness,2,1,medium,Happy,0.8235913884021915,0.050156490010121235,0.6762376644255511,0.75,0.5,1.0
673,S0674,3,240.08810486287285,9,0.6252292181662795,7,9.189547879740331,93.08124750419891,53.2896129315784,0.5515208467154913,4,1,1,4,Mindfulness,2,4,medium,Surprised,0.10287650359404932,0.4656203542967544,0.22212092820328033,0.0,0.75,1.0
674,S0675,45,63.7162494987488,14,0.5657317351161691,28,19.14502114821494,97.10927272448193,42.08795199210101,0.6137241270323999,5,1,3,2,CBT_Session,2,4,medium,Sad,0.22737465562710923,0.38040548407224883,0.034853104438423266,0.5,1.0,1.0
675,S0676,13,276.14822185969945,8,0.5216107319360558,38,6.374880322983363,75.92464874711203,64.55497442712384,0.5015608256782048,3,1,2,3,CBT_Session,5,4,medium,Sad,0.002882897742619406,0.3172134737984398,0.4104536890852247,0.25,0.5,1.0
676,S0677,28,133.11295330694497,1,0.4999897158313351,27,15.701642075969076,67.61544421045892,57.35158911795218,0.6517550624390558,4,5,1,2,Mindfulness,5,2,high,Surprised,0.3034925252007865,0.28624691879418906,0.2900284862624678,0.0,0.75,1.0
677,S0678,20,35.24129915042101,4,0.3639618734022864,5,6.420698295245354,61.702888750874955,88.53866497682252,0.5543037011732463,4,3,4,1,CBT_Session,4,5,medium,Bored,0.1084463101316202,0.09142195569872291,0.8114097222448383,0.75,0.75,1.0
678,S0679,28,246.56710661624143,5,0.5203780805461542,15,17.414186511579537,52.48905007615219,88.02185130732072,0.7363966726507916,1,1,5,5,CBT_Session,5,2,low,Normal,0.472900376406975,0.3154480171297257,0.8027697025457555,1.0,0.0,1.0
679,S0680,8,118.3178080811324,6,0.330136681900968,19,21.094594794897223,63.42500380987477,67.42143713155752,0.8385637442869509,3,4,2,4,Mindfulness,4,1,medium,Bored,0.6773849558781568,0.04297605250520031,0.45837481751990394,0.25,0.5,1.0
680,S0681,41,162.68476630459648,0,0.8466747045511047,15,3.916441379915481,82.7117889972659,76.39073351939314,0.9372526475190386,5,2,2,3,Mindfulness,1,2,medium,Surprised,0.874908077102112,0.7827841638681979,0.6083222783765735,0.25,1.0,0.0
681,S0682,39,42.56825987925356,6,0.5787594557706082,6,20.93170083769658,76.68084656546054,76.2555709592155,0.874608582545449,3,2,2,4,Peer_Support,4,4,medium,Sad,0.7495277067210531,0.39906434942213487,0.6060626493237294,0.25,0.5,1.0
682,S0683,1,10.749364305044892,19,0.6107326826239381,40,14.652230851528852,97.20206391404636,89.62948890565741,0.9692927978892526,3,2,2,4,Gamified_Task,2,3,medium,Sad,0.9390355554542256,0.44485778869536363,0.8296459663489267,0.25,0.5,1.0
683,S0684,3,195.01570968005632,11,0.925516210515092,13,3.9235412899415514,69.81386312458503,65.50014484739185,0.5269491451968944,3,2,1,4,Mindfulness,3,1,medium,Happy,0.05369691988419012,0.8957043809027115,0.4262549179071681,0.0,0.5,1.0
684,S0685,13,159.40079939678216,15,0.7606384887028546,42,10.833462673273376,84.69316711641973,56.526800787430545,0.5060899177082707,4,2,4,2,Mindfulness,3,3,medium,Happy,0.011947750677354207,0.6595593719565579,0.2762397886257544,0.75,0.75,1.0
685,S0686,28,182.12618504571267,15,0.3056413723394838,25,4.6997867501572514,74.46613737375607,55.90209508843285,0.8306690569181063,2,1,3,2,Mindfulness,2,1,low,Sad,0.6615839565853154,0.007892810015212415,0.26579604484731967,0.5,0.25,1.0
686,S0687,49,240.18571661034977,10,0.9602223760728994,25,17.108001443931098,75.62881079621059,72.17153675693226,0.6446762051111231,2,3,1,5,Gamified_Task,4,1,medium,Sad,0.28932438726106224,0.9454120532677407,0.5377863283946199,0.0,0.25,1.0
687,S0688,25,197.51571489262943,3,0.4660011261843978,13,18.45396709161284,63.388715730205874,66.94889216393275,0.6267505080528866,1,4,4,1,Peer_Support,2,4,medium,Scared,0.2534465984003311,0.2375669897047793,0.45047487587765545,0.75,0.0,1.0
688,S0689,33,60.68429841993938,12,0.3753299293319012,6,3.433319966274376,72.74753884209998,66.40724625909617,0.6654435438468971,3,5,3,3,CBT_Session,5,2,medium,Happy,0.3308896436603397,0.10770377740084691,0.441419714290643,0.5,0.5,1.0
689,S0690,38,114.62403054207395,6,0.8376897248666175,32,12.64121661197682,73.53924985063537,45.46824034538243,0.6348980289461821,2,4,2,2,Gamified_Task,4,4,medium,Happy,0.26975363702752575,0.7699154871018455,0.0913642992547018,0.25,0.25,1.0
690,S0691,6,272.7084203884505,3,0.6503341211067026,25,19.736376288596094,85.3321260874467,83.11622444141173,0.7557182031507936,1,5,4,4,Mindfulness,2,4,medium,Bored,0.5115718874502082,0.5015766828067383,0.7207581086986691,0.75,0.0,1.0
691,S0692,44,233.2839630729869,14,0.6036393962126123,44,22.53174995567292,97.0319999593057,52.82420127891464,0.7200742236120663,4,5,2,1,Mindfulness,5,4,medium,Sad,0.4402314442924302,0.4346984769056986,0.21434024033743138,0.25,0.75,1.0
692,S0693,45,171.424746801648,18,0.4746521557779192,19,12.810910935060711,66.46606387412521,51.81721781252328,0.7562142756883281,3,4,4,3,Peer_Support,5,3,medium,Sad,0.5125647629687138,0.24995736869777618,0.19750562952951844,0.75,0.5,1.0
693,S0694,32,84.13704936468896,8,0.683230042903623,2,22.85642214306236,52.11002342906493,64.7654992166436,0.8363568057502181,5,1,5,3,Peer_Support,4,1,medium,Surprised,0.6729678291916872,0.5486916457116245,0.41397321350173166,1.0,1.0,1.0
694,S0695,45,97.59754553209056,10,0.4920692236418111,3,13.320846320488686,74.81475627503198,53.666700497068085,0.6935652544855742,4,2,2,3,Peer_Support,1,5,medium,Bored,0.3871744728315121,0.27490284708823065,0.22842502615264548,0.25,0.75,1.0
695,S0696,47,222.267839599834,7,0.9311081037009472,25,10.066381375797883,77.22306660745843,75.03149603848092,0.6256538435710783,1,1,2,3,CBT_Session,1,2,low,Normal,0.25125165464994015,0.9037133323358438,0.5855987335018137,0.25,0.0,1.0
696,S0697,21,256.84053564730357,0,0.4506431358132349,10,20.508671956716597,58.422027556595765,62.28780036006829,0.5831002684043727,4,2,2,5,Gamified_Task,5,4,medium,Normal,0.166081846182224,0.2155706112145227,0.37255138549582323,0.25,0.75,0.0
697,S0698,16,204.7131541638782,7,0.9190486053190274,1,12.338602340536047,88.02323031380334,66.93470335556741,0.6747370597663127,5,3,1,3,Gamified_Task,1,1,medium,Normal,0.3494903597634511,0.8864411968284912,0.4502376693349158,0.0,1.0,1.0
698,S0699,21,244.7636929728481,12,0.6915837980091498,13,11.85375774298403,99.24645542207458,72.23015929624174,0.8709032376230861,4,5,3,1,Peer_Support,5,2,medium,Scared,0.7421115609305251,0.5606562553171304,0.5387663719273933,0.5,0.75,1.0
699,S0700,11,232.33027920811773,3,0.8799416937266686,43,12.277187256426052,97.28873585042304,52.21213134890829,0.8783524550557348,1,4,2,2,CBT_Session,1,5,medium,Happy,0.7570209644174843,0.8304305855322561,0.2041077396035227,0.25,0.0,1.0
700,S0701,37,53.41415070751774,7,0.7989921971026684,29,20.476055043004145,59.85530194118261,49.345097371931786,0.8334526933421051,5,3,2,1,Gamified_Task,5,5,medium,Normal,0.6671553282067824,0.7144912130424407,0.15617706071320603,0.25,1.0,1.0
701,S0702,36,132.94399574485757,2,0.787686578005724,48,20.1346554588252,93.76816199503804,92.82531417241628,0.6170140876534373,5,2,1,4,Mindfulness,5,4,medium,Surprised,0.23395942118117552,0.6982988160742797,0.8830733327075625,0.0,1.0,1.0
702,S0703,35,54.36530224028317,8,0.527042065386539,11,10.280959826124857,85.22468182058424,66.02342216988527,0.7940431229273488,4,1,1,5,Mindfulness,5,5,medium,Happy,0.5882781586418162,0.32499246462968434,0.43500299606613935,0.0,0.75,1.0
703,S0704,19,78.2183195925756,1,0.4637278520305424,25,8.665896777022075,72.69232819034558,64.72561657795235,0.785344830788424,5,4,5,5,Mindfulness,5,5,medium,Happy,0.5708687665386563,0.23431110807626798,0.41330646104474644,1.0,1.0,1.0
704,S0705,20,262.08529114880525,1,0.4476203593765516,43,12.314344552899971,77.03054971623645,42.13672901637049,0.7421330990548627,4,5,4,4,Gamified_Task,3,2,medium,Normal,0.4843816758326964,0.2112412599787281,0.03566855200767416,0.75,0.75,1.0
705,S0706,18,147.13867003362282,12,0.9000341599417121,32,14.173767723953508,92.4800087491229,69.87857815524359,0.7749894931919321,3,3,2,1,Peer_Support,1,2,medium,Happy,0.5501428435990061,0.8592078852301802,0.4994529625088656,0.25,0.5,1.0
706,S0707,47,165.25384953437165,14,0.874298774181314,12,6.48175584444393,74.00674698191867,73.25018329666,0.745895316311834,5,5,4,1,Mindfulness,5,4,medium,Bored,0.49191165003427395,0.8223485519386714,0.5558189925859117,0.75,1.0,1.0
707,S0708,41,61.74932991605392,11,0.6084014696086151,13,19.260966948458584,68.66036845525635,73.53045225727999,0.782728183037054,4,2,1,4,Peer_Support,2,1,medium,Bored,0.5656316181453991,0.4415189245219141,0.560504490442678,0.0,0.75,1.0
708,S0709,49,100.55881795415084,3,0.3926832294475182,23,12.189103611845727,74.66237465129929,82.42187015937306,0.8577529773105643,3,5,1,3,CBT_Session,4,4,medium,Normal,0.7157916771668127,0.13255792486240847,0.7091499895079753,0.0,0.5,1.0
709,S0710,14,76.77138884408228,7,0.5675765763842209,33,8.68304761365907,78.95649020175246,50.64891009946071,0.5548140972017199,5,1,5,3,Mindfulness,2,3,medium,Surprised,0.10946785372266943,0.3830477455795035,0.1779740221995849,1.0,1.0,1.0
710,S0711,15,69.79398771034366,8,0.733540417895838,43,3.456882838171784,59.453882688917446,55.13338805383713,0.8748128760745119,3,3,3,2,CBT_Session,2,5,medium,Happy,0.749936594591774,0.6207483421654397,0.2529449065867294,0.5,0.5,1.0
711,S0712,31,195.00863006163132,4,0.6180822081359669,25,6.493438689282959,95.04538651334954,88.64382791382477,0.567943075063797,5,3,1,1,Peer_Support,3,1,medium,Sad,0.135745141248087,0.4553840972148644,0.813167821732007,0.0,1.0,1.0
712,S0713,1,84.4963158172573,19,0.8461324879380965,20,22.833466950387624,83.7093474414807,96.83023701060364,0.5333139992051874,1,1,2,1,Gamified_Task,1,2,low,Normal,0.06643599984839077,0.7820075777683767,0.9500270807549046,0.25,0.0,1.0
713,S0714,3,193.28449094592136,17,0.9983359755759698,27,8.017292796849112,81.66344586687444,48.15596484203924,0.9880398431107338,1,5,5,4,Peer_Support,3,3,medium,Scared,0.9765572500379143,0.9999999999999999,0.13629730696560105,1.0,0.0,1.0
714,S0715,16,26.95183809148063,10,0.4337924619142277,47,4.883763655441812,54.97481130903191,69.8589732703131,0.9784958844352208,4,1,3,4,Mindfulness,1,3,medium,Happy,0.9574552796574509,0.1914363467736221,0.49912521074455773,0.5,0.75,1.0
715,S0716,23,51.11457412285954,14,0.6217555737617007,35,11.595474208064845,80.20869690862959,52.850575164375215,0.530218272470282,2,4,5,3,Mindfulness,5,5,medium,Normal,0.060239988066833616,0.46064525044416016,0.21478115531969244,1.0,0.25,1.0
716,S0717,11,89.61667366003635,8,0.6016887313445753,39,8.06301809728572,56.04803311192462,43.60439010129895,0.7216267207374811,1,1,1,1,Peer_Support,3,2,low,Normal,0.4433387245221232,0.4319046502585904,0.06020470775135489,0.0,0.0,1.0
717,S0718,12,183.14360589975055,16,0.5131447729242655,1,1.8086627562374655,53.93488375976995,59.53020028756812,0.5931224691498873,2,5,3,1,Mindfulness,4,1,medium,Surprised,0.18614100489160412,0.3050881609022944,0.326450207538279,0.5,0.25,1.0
718,S0719,10,205.99396107533903,11,0.4386668617042026,41,8.432339997426597,76.36554478211967,48.62125751105276,0.742672448567209,3,1,4,5,Mindfulness,1,2,medium,Sad,0.48546116902413194,0.19841767311267466,0.14407600567918388,0.75,0.5,1.0
719,S0720,32,138.38792036606287,6,0.3459844815427614,8,13.514498350607775,70.13927670232475,82.59598440605478,0.9150886214997938,3,2,3,2,CBT_Session,3,5,medium,Happy,0.8305473895796798,0.06567395703137985,0.712060807487444,0.5,0.5,1.0
720,S0721,16,139.2793652273964,9,0.9209835220565888,22,13.68938455645924,79.44051350781116,72.02352482028667,0.9753058873714452,2,1,2,2,Gamified_Task,4,3,low,Normal,0.9510705884095361,0.8892124683215669,0.5353118852368951,0.25,0.25,1.0
721,S0722,8,220.10988690559924,9,0.5938940883804222,14,9.20085518706844,54.46110840286193,48.63006825941865,0.8171263267257687,4,1,4,3,Peer_Support,2,5,medium,Normal,0.6344785551685665,0.4207408252598549,0.14422330255606086,0.75,0.75,1.0
722,S0723,38,14.588116612018908,12,0.6478268629500341,12,11.287963393809816,71.54915314236291,40.554495304330864,0.6769528336059085,5,5,4,1,CBT_Session,5,4,high,Happy,0.3539251700652142,0.4979856791627708,0.009216986874434618,0.75,1.0,1.0
723,S0724,12,108.91610709752396,18,0.941859433740641,22,23.20691211939963,58.7393357522579,88.48942294145276,0.8016627828222992,2,4,2,5,Mindfulness,5,3,medium,Normal,0.6035286980218733,0.9191118525270544,0.810586500684101,0.25,0.25,1.0
724,S0725,24,247.42504656457749,10,0.8434033342611633,16,9.679014976297168,99.35500429620583,50.57166436985485,0.6560006530542252,2,4,4,1,CBT_Session,2,5,medium,Normal,0.3119899578632537,0.778098765756838,0.17668263873809875,0.75,0.25,1.0
725,S0726,28,184.93362896187796,12,0.3913508848820289,47,6.939216704979609,78.05751062175872,76.37299853324596,0.9549118204160302,2,5,1,4,Gamified_Task,3,1,medium,Normal,0.9102524251960844,0.13064968331298232,0.6080257873224141,0.0,0.25,1.0
726,S0727,8,107.79586849907191,7,0.6957939773254196,1,6.599742013535483,84.37184304704337,60.215314784604736,0.9352002315529184,2,5,3,3,Peer_Support,2,1,medium,Bored,0.8708002230840717,0.5666862563468489,0.33790385727674244,0.5,0.25,1.0
727,S0728,28,272.60218977560544,7,0.6095765935636914,19,11.528586092195086,66.27091403413039,75.12915629890213,0.7791158751398305,2,5,3,2,Gamified_Task,4,1,medium,Bored,0.5584016833977856,0.44320198790873333,0.5872314042759251,0.5,0.25,1.0
728,S0729,36,234.06059096032092,3,0.8580477508051338,19,18.468963420489715,54.73694573896721,58.93921761893944,0.6623994576901803,4,2,2,1,Gamified_Task,1,4,medium,Sad,0.3247969890734781,0.7990731329289252,0.3165702407338201,0.25,0.75,1.0
729,S0730,26,86.81967969865269,14,0.8069627833283644,45,5.737728236334884,98.79354313917683,45.21637364153525,0.6466948377914892,1,3,1,3,CBT_Session,3,2,medium,Surprised,0.29336462496329796,0.7259070315950314,0.08715362641224289,0.0,0.0,1.0
730,S0731,8,197.1340528824579,10,0.7832840053377503,2,17.313810924237664,64.31295176915916,53.37700051346522,0.5167089973525297,5,1,4,2,CBT_Session,1,1,medium,Happy,0.03320154606027659,0.6919932609596312,0.22358186175344208,0.75,1.0,1.0
731,S0732,28,182.76771117479743,10,0.5383813848359278,11,1.4864459370365746,71.19040925867871,51.28351398874454,0.9079104255126476,1,5,3,1,Gamified_Task,2,4,medium,Surprised,0.8161804280500335,0.34123312870113853,0.18858324255904724,0.5,0.0,1.0
732,S0733,28,126.34449507130498,0,0.863474611279478,39,10.63545849363076,82.49319608512874,65.68116114637863,0.725191606519504,2,5,3,5,Mindfulness,5,1,medium,Surprised,0.45047374521250516,0.806845717370157,0.4292811234458268,0.5,0.25,0.0
733,S0734,37,116.4172629693922,16,0.3366739069164028,1,18.8448964996641,51.234864884305566,79.49702700556944,0.6625664642001322,1,5,3,3,Peer_Support,1,4,medium,Bored,0.3251312480025985,0.05233894909780895,0.660252864766767,0.5,0.0,1.0
734,S0735,41,109.63253768495414,14,0.411737431002517,35,8.790857982811922,90.51295652586435,55.828364496781454,0.7355551774988769,4,4,3,1,Mindfulness,1,1,medium,Sad,0.47121614704118575,0.15984817697901088,0.2645634269776972,0.5,0.75,1.0
735,S0736,36,188.97517718473756,19,0.5349362910845382,13,13.965953333244189,76.82890950143101,40.72419611803708,0.909368995227326,3,5,5,2,Mindfulness,5,2,medium,Surprised,0.8190997151545674,0.3362989163296898,0.012054021689681393,1.0,0.5,1.0
736,S0737,27,138.29888157939416,5,0.3537652087484969,15,5.714522354995948,63.91085935344111,71.13624185588542,0.5623071038537606,1,1,2,2,Peer_Support,1,5,low,Surprised,0.12446490012597478,0.07681785127864749,0.5204784109240398,0.25,0.0,1.0
737,S0738,17,251.2403028429124,14,0.4644959942742841,18,18.065893995901963,53.080399264623466,76.34556936153832,0.9288279941209135,5,5,4,5,CBT_Session,1,1,medium,Normal,0.8580463654007036,0.23541127464229372,0.6075672302101148,0.75,1.0,1.0
738,S0739,9,204.18475867884897,8,0.8811056880985426,33,2.202419375181471,58.124920773722074,97.77222964010858,0.948754417554177,4,1,4,3,Mindfulness,5,5,medium,Happy,0.8979285529868013,0.832097708648334,0.9657751837088363,0.75,0.75,1.0
739,S0740,33,30.2801656557359,13,0.9637760764530554,43,20.608480832136507,94.75169294267184,75.36824818559481,0.973353957516944,3,2,2,3,CBT_Session,5,1,medium,Sad,0.9471638545757981,0.9505018167533107,0.5912285094858297,0.25,0.5,1.0
740,S0741,20,195.64878491016816,17,0.5132216490419333,45,5.558516887698367,84.30121119679455,68.27035356268851,0.6987439962113139,4,3,1,1,Peer_Support,2,2,medium,Happy,0.3975395817361598,0.3051982662051509,0.47256688541725145,0.0,0.75,1.0
741,S0742,13,88.6327565850536,16,0.4851610627921867,5,21.11115472929161,62.49508608184449,74.40409755386223,0.6085702020188359,2,4,2,2,Mindfulness,2,5,medium,Bored,0.21705921668825234,0.26500868014011025,0.5751099721044889,0.25,0.25,1.0
742,S0743,28,181.91547757949257,17,0.4959248565724988,12,9.1081725499119,53.280038247251476,95.67403779172162,0.6868204092333492,3,1,3,2,CBT_Session,1,4,medium,Surprised,0.3736748508602459,0.2804250514400545,0.9306979015618798,0.5,0.5,1.0
743,S0744,48,207.2382600200009,4,0.4944033611455907,35,17.62172221291319,84.53076561933182,89.70268873609876,0.6664560481157016,5,2,3,5,CBT_Session,3,1,medium,Surprised,0.3329161430627754,0.278245899840617,0.8308697110257898,0.5,1.0,1.0
744,S0745,29,76.9404648546635,19,0.3251511275301811,21,8.342181849082335,78.62038629838825,59.37872400182848,0.5880769562514301,3,3,2,5,Mindfulness,2,1,medium,Scared,0.17604254981469158,0.03583552576483373,0.3239178478698592,0.25,0.5,1.0
745,S0746,13,142.4890070153069,19,0.9488414424317756,17,21.835968438396893,70.22597622291175,54.23526181942823,0.803633335050744,5,3,2,3,Peer_Support,2,4,medium,Happy,0.6074727040240666,0.929111787549857,0.23793015598031375,0.25,1.0,1.0
746,S0747,46,65.19421021752966,8,0.4495886990992298,11,3.91265388692261,68.1805724595032,55.75801674196442,0.7383120802543144,2,3,4,2,Gamified_Task,3,2,medium,Bored,0.4767340119614627,0.21406040131760617,0.26338736290804643,0.75,0.25,1.0
747,S0748,35,25.17827397808741,10,0.5940028518569834,29,5.10595515326977,60.84071379645542,70.26526238291278,0.932850496162002,5,1,4,1,CBT_Session,3,3,medium,Scared,0.8660972924275954,0.42089660101817594,0.5059174961339284,0.75,1.0,1.0
748,S0749,6,119.75816281090204,0,0.3067808179186774,39,12.339692878652452,83.48056282687588,84.64296707371466,0.5160547902410291,4,2,5,4,Peer_Support,5,1,medium,Scared,0.03189216854812993,0.009524773287962807,0.7462819816086929,1.0,0.75,0.0
749,S0750,18,115.25383883533767,17,0.90056856364054,6,2.8845840978773607,98.53340138969352,70.19315243097773,0.8219339637775631,1,5,5,1,Mindfulness,2,4,medium,Normal,0.6441009082911779,0.8599732813361763,0.5047119718957261,1.0,0.0,1.0
750,S0751,5,298.6893423042345,5,0.811810141118442,31,5.507544248140524,58.785762291841294,44.067783749686754,0.8814744392557805,4,2,3,5,CBT_Session,4,3,medium,Scared,0.7632695297922021,0.7328496272114765,0.06795165889984156,0.5,0.75,1.0
751,S0752,47,139.44218184731622,1,0.9627292246215922,47,22.70662679087633,79.85583100077517,83.41484202639884,0.8797432845941535,4,2,5,1,CBT_Session,4,1,medium,Scared,0.7598046714252811,0.9490024702534378,0.7257503563287836,1.0,0.75,1.0
752,S0753,25,106.73516934693812,14,0.8471308354374794,18,23.459262206401405,71.20925278729881,88.35820772025724,0.9430369835477626,3,2,5,2,CBT_Session,1,5,medium,Normal,0.8864852663218039,0.783437454264618,0.8083928627003348,1.0,0.5,1.0
753,S0754,2,178.33775194783564,13,0.5195945584364456,5,9.653964574599703,72.33443608723324,57.36987190718318,0.8645168714147471,2,1,1,3,Peer_Support,2,4,low,Surprised,0.7293294248905315,0.3143258228540349,0.29033413541308395,0.0,0.25,1.0
754,S0755,10,35.742544291252855,4,0.4735113511098965,19,22.23557848332052,62.70736400639072,79.84754435700103,0.9639050308238482,1,1,2,4,CBT_Session,4,5,low,Surprised,0.9282520880902849,0.2483234588791846,0.6661127655394355,0.25,0.0,1.0
755,S0756,30,288.88306342689583,5,0.788401415287305,26,13.53096754048893,91.25674378307096,65.59551406326361,0.6663282999104457,5,1,4,3,CBT_Session,2,2,medium,Sad,0.3326604585490509,0.6993226369665057,0.4278492873142551,0.75,1.0,1.0
756,S0757,45,194.1384132213996,5,0.5548789425073496,42,7.204076715096642,74.26278020736206,93.34716134364658,0.7516047083757715,3,2,5,4,Mindfulness,2,3,medium,Scared,0.503338840972936,0.36486164479832317,0.8917975017948215,1.0,0.5,1.0
757,S0758,5,228.90296778284585,17,0.6963505110268315,36,17.155170584853767,77.1702926099132,90.7135334896444,0.5070398316414453,2,1,4,4,CBT_Session,4,4,low,Happy,0.013848977247209904,0.5674833480003133,0.8477688743001824,0.75,0.25,1.0
758,S0759,33,59.43860207043609,13,0.3043802297185291,47,16.154741551221715,65.23804563986629,71.52591989857854,0.5034787936516456,1,3,5,2,Peer_Support,2,1,medium,Surprised,0.006721657806967096,0.006086546972308038,0.5269929947360629,1.0,0.0,1.0
759,S0760,1,128.74857737150913,9,0.3433199911763326,6,23.749882339500868,59.09042328334749,81.49033274881566,0.62006331022576,4,1,5,2,Mindfulness,3,1,medium,Bored,0.24006235616237892,0.06185775861171822,0.6935766754634624,1.0,0.75,1.0
760,S0761,18,132.57984288489496,13,0.6747575588271558,4,7.096087610413516,54.295519410141026,93.00098206132624,0.5504035985695426,2,4,3,5,Gamified_Task,1,3,medium,Happy,0.10064036220690187,0.5365569873354498,0.8860101242636788,0.5,0.25,1.0
761,S0762,32,248.32386873131517,12,0.6962501525137155,10,16.457368561219916,85.7059570462458,69.74302060469654,0.6301056839678768,2,1,1,5,Mindfulness,5,5,low,Sad,0.2601618905687504,0.5673396101943979,0.4971867300614635,0.0,0.25,1.0
762,S0763,47,10.358637130228738,2,0.8260170611215405,14,2.1965463656772783,59.81171408439278,58.79504442932931,0.5885216472641988,2,1,2,4,CBT_Session,4,5,low,Scared,0.17693258662679145,0.753197392903251,0.31415997321997524,0.25,0.25,1.0
763,S0764,49,97.24740142244396,5,0.3923757237367732,2,3.6138588900245465,84.50376770943988,85.21996827457488,0.5142600124193242,4,1,2,5,Gamified_Task,5,4,medium,Normal,0.028299970178947698,0.13211750187489557,0.7559282081619351,0.25,0.75,1.0
