persona_id,enrollment_id,gender,match_score,result_match,engagement_match,n_weeks,rank
P0742,178963_BBB_2013J,M,0.9886,True,True,39,5
P0742,634481_BBB_2014B,M,0.9882,True,True,34,6
P0742,2172709_DDD_2014J,M,0.9873,True,True,38,7
P0742,585652_BBB_2013J,M,0.9864,True,True,39,8
P0742,629779_GGG_2014B,M,0.9863,True,True,35,9
P0742,345440_AAA_2014J,M,0.9854,True,True,39,10
P0743,602533_CCC_2014J,M,0.991,True,True,39,1
P0743,555989_CCC_2014J,M,0.9908,True,True,39,2
P0743,696271_CCC_2014J,M,0.9907,True,True,39,3
P0743,623347_CCC_2014B,M,0.9906,True,True,35,4
P0743,2410519_CCC_2014B,M,0.99,True,True,35,5
P0743,2602264_CCC_2014B,M,0.989,True,True,35,6
P0743,632313_CCC_2014B,M,0.9867,True,True,35,7
P0743,631850_CCC_2014B,M,0.9854,True,True,35,8
P0743,124193_CCC_2014B,M,0.9851,True,True,35,9
P0743,608243_EEE_2013J,M,0.985,True,True,39,10
P0744,680266_FFF_2014J,F,0.9925,True,True,39,1
P0744,685276_FFF_2014J,F,0.9912,True,True,39,2
P0744,646085_FFF_2014J,F,0.9906,True,True,39,3
P0744,399429_FFF_2014J,F,0.9881,True,True,39,4
P0744,283953_FFF_2013J,F,0.9875,True,True,39,5
P0744,677400_FFF_2014J,F,0.9838,True,True,39,6
P0744,1948159_FFF_2014J,F,0.9836,True,True,39,7
P0744,529862_FFF_2013J,F,0.9823,True,True,39,8
P0744,626416_FFF_2014J,F,0.9808,True,True,39,9
P0744,615266_FFF_2014J,F,0.9806,True,True,39,10
P0745,388885_AAA_2013J,M,0.9988,True,True,39,1
P0745,579711_DDD_2014B,M,0.9987,True,True,35,2
P0745,2593755_CCC_2014J,M,0.9985,True,True,39,3
P0745,592252_DDD_2013J,M,0.9978,True,True,38,4
P0745,571844_FFF_2014B,M,0.9963,True,True,35,5
P0745,579550_CCC_2014B,M,0.9952,True,True,35,6
P0745,472584_DDD_2013B,M,0.9947,True,True,35,7
P0745,599740_CCC_2014J,M,0.9946,True,True,39,8
P0745,561713_BBB_2013B,M,0.9945,True,True,35,9
P0745,603179_CCC_2014J,M,0.9941,True,True,39,10
P0746,593000_BBB_2014J,M,0.9933,True,True,38,1
P0746,2434159_AAA_2014J,M,0.9924,True,True,39,2
P0746,652886_BBB_2014J,M,0.9915,True,True,38,3
P0746,306646_AAA_2014J,M,0.9872,True,True,39,4
P0746,651561_DDD_2014J,M,0.9841,True,True,38,5
P0746,2505501_DDD_2013B,M,0.9839,True,True,35,6
P0746,586550_DDD_2013J,M,0.9832,True,True,38,7
P0746,684250_BBB_2014J,M,0.9817,True,True,38,8
P0746,432480_BBB_2014B,M,0.9807,True,True,34,9
P0746,687698_AAA_2014J,M,0.9779,True,True,39,10
P0747,160310_FFF_2013J,F,0.9701,True,True,39,1
P0747,498578_FFF_2013B,F,0.9572,True,True,35,2
P0747,614477_CCC_2014B,F,0.9497,True,True,35,3
P0747,545048_FFF_2013B,F,0.9494,True,True,35,4
P0747,496671_FFF_2013B,F,0.9469,True,True,35,5
P0747,2062879_AAA_2013J,F,0.944,True,True,39,6
P0747,688192_FFF_2014J,F,0.9438,True,True,39,7
P0747,488386_FFF_2014B,F,0.9415,True,True,35,8
P0747,528971_DDD_2013J,F,0.9405,True,True,38,9
P0747,227752_CCC_2014B,F,0.9356,True,True,35,10
P0748,580468_DDD_2013J,F,0.9953,True,True,38,1
P0748,2566592_AAA_2013J,F,0.9952,True,True,39,2
P0748,569935_DDD_2013J,F,0.9945,True,True,38,3
P0748,523132_BBB_2014J,F,0.9938,True,True,38,4
P0748,2171627_AAA_2013J,F,0.9923,True,True,39,5
P0748,563706_BBB_2013J,F,0.9915,True,True,39,6
P0748,602595_DDD_2013J,F,0.9893,True,True,38,7
P0748,392526_CCC_2014B,F,0.9871,True,True,35,8
P0748,167906_AAA_2013J,F,0.9864,True,True,39,9
P0748,656681_BBB_2014J,F,0.9861,True,True,38,10
P0749,622208_BBB_2014B,F,0.8001,True,True,34,1
P0749,2364471_AAA_2013J,F,0.8,True,True,39,2
P0749,630315_BBB_2014B,F,0.8,True,True,34,3
P0749,545196_BBB_2014B,F,0.8,True,True,34,4
P0749,597894_BBB_2013J,F,0.8,True,True,39,5
P0749,598907_BBB_2013J,F,0.8,True,True,39,6
P0749,606194_BBB_2013J,F,0.8,True,True,39,7
P0749,624196_BBB_2014B,F,0.8,True,True,34,8
P0749,543788_DDD_2013J,F,0.7999,True,True,38,9
P0749,556945_FFF_2013B,F,0.7999,True,True,35,10
P0750,607725_BBB_2013J,F,0.9987,True,True,39,1
P0750,605692_GGG_2013J,F,0.9977,True,True,38,2
P0750,523655_BBB_2013J,F,0.997,True,True,39,3
P0750,626254_BBB_2014B,F,0.9964,True,True,34,4
P0750,477825_BBB_2013J,F,0.9963,True,True,39,5
P0750,122459_GGG_2013J,F,0.9962,True,True,38,6
P0750,574569_BBB_2014B,F,0.996,True,True,34,7
P0750,534946_BBB_2013J,F,0.9954,True,True,39,8
P0750,576981_BBB_2013J,F,0.9953,True,True,39,9
P0750,544615_GGG_2013J,F,0.9952,True,True,38,10
P0751,255747_DDD_2013B,F,0.7995,True,True,35,1
P0751,566381_DDD_2013J,F,0.7987,True,True,38,2
P0751,2624720_DDD_2013B,F,0.7973,True,True,35,3
P0751,647479_CCC_2014J,F,0.7961,True,True,39,4
P0751,620437_DDD_2014B,F,0.7944,True,True,35,5
P0751,543648_DDD_2013J,F,0.7906,True,True,38,6
P0751,1577134_DDD_2013B,F,0.7901,True,True,35,7
P0751,591083_CCC_2014J,F,0.789,True,True,39,8
P0751,511515_BBB_2013B,F,0.788,True,True,35,9
P0751,581138_DDD_2013J,F,0.787,True,True,38,10
P0752,490195_FFF_2013B,M,0.9996,True,True,35,1
P0752,565587_FFF_2013J,M,0.9992,True,True,39,2
P0752,1501614_CCC_2014J,M,0.9989,True,True,39,3
P0752,175392_AAA_2013J,M,0.9974,True,True,39,4
P0752,594629_EEE_2014J,M,0.9973,True,True,39,5
P0752,648428_DDD_2014J,M,0.9973,True,True,38,6
P0752,532579_EEE_2014J,M,0.997,True,True,39,7
P0752,595330_FFF_2013J,M,0.9969,True,True,39,8
P0752,499564_FFF_2013J,M,0.9966,True,True,39,9
P0752,2686536_FFF_2013J,M,0.9966,True,True,39,10
P0753,611580_GGG_2013J,F,0.9978,True,True,38,1
P0753,675924_GGG_2014J,F,0.9977,True,True,39,2
P0753,319209_BBB_2013B,F,0.9972,True,True,35,3
P0753,606179_BBB_2013J,F,0.9971,True,True,39,4
P0753,682223_BBB_2014J,F,0.997,True,True,38,5
P0753,2541120_BBB_2013B,F,0.995,True,True,35,6
P0753,683817_BBB_2014J,F,0.995,True,True,38,7
P0753,600514_GGG_2013J,F,0.9947,True,True,38,8
P0753,614583_BBB_2014B,F,0.9946,True,True,34,9
P0753,1930367_BBB_2013B,F,0.9934,True,True,35,10
P0754,327940_BBB_2014J,F,0.9742,True,True,38,1
P0754,551274_BBB_2013B,F,0.9384,True,True,35,2
P0754,540005_BBB_2013J,F,0.9371,True,True,39,3
P0754,2134578_DDD_2014J,F,0.9337,True,True,38,4
P0754,1777834_CCC_2014J,F,0.9315,True,True,39,5
P0754,674777_BBB_2014J,F,0.9295,True,True,38,6
P0754,682480_BBB_2014J,F,0.9261,True,True,38,7
P0754,676169_BBB_2014J,F,0.925,True,True,38,8
P0754,691106_BBB_2014J,F,0.9225,True,True,38,9
P0754,2681505_BBB_2014J,F,0.922,True,True,38,10
P0755,622208_BBB_2014B,F,0.8463,True,True,34,1
P0755,394331_BBB_2014B,F,0.8277,True,True,34,2
P0755,629777_GGG_2014B,F,0.821,True,True,35,3
P0755,2526784_BBB_2014B,F,0.8204,True,True,34,4
P0755,487681_BBB_2013J,F,0.819,True,True,39,5
P0755,354984_BBB_2014B,F,0.8149,True,True,34,6
P0755,578574_BBB_2014B,F,0.8128,True,True,34,7
P0755,551515_BBB_2014B,F,0.8095,True,True,34,8
P0755,527580_BBB_2013J,F,0.809,True,True,39,9
P0755,573654_BBB_2013J,F,0.8081,True,True,39,10
P0756,205494_AAA_2014J,M,0.9997,True,True,39,1
P0756,2080539_DDD_2013B,M,0.9995,True,True,35,2
P0756,1804143_DDD_2014J,M,0.9969,True,True,38,3
P0756,695259_BBB_2014J,M,0.9968,True,True,38,4
P0756,1887928_DDD_2013J,M,0.9966,True,True,38,5
P0756,64901_GGG_2014B,M,0.9965,True,True,35,6
P0756,2616950_CCC_2014B,M,0.9958,True,True,35,7
P0756,492095_DDD_2014B,M,0.9956,True,True,35,8
P0756,606170_CCC_2014J,M,0.9953,True,True,39,9
P0756,619380_CCC_2014J,M,0.994,True,True,39,10
P0757,627717_FFF_2014B,F,0.9967,True,True,35,1
P0757,286658_CCC_2014J,F,0.9947,True,True,39,2
P0757,2162410_FFF_2013J,F,0.9916,True,True,39,3
P0757,1773925_CCC_2014J,F,0.9902,True,True,39,4
P0757,584443_EEE_2013J,F,0.987,True,True,39,5
P0757,574310_CCC_2014J,F,0.9859,True,True,39,6
P0757,571316_FFF_2014B,F,0.9844,True,True,35,7
P0757,2419115_CCC_2014B,F,0.9819,True,True,35,8
P0757,680506_FFF_2014J,F,0.9816,True,True,39,9
P0757,549300_FFF_2013J,F,0.9813,True,True,39,10
P0758,2444088_BBB_2013B,F,0.7998,True,True,35,1
P0758,2637219_DDD_2014B,F,0.7998,True,True,35,2
P0758,506622_BBB_2014B,F,0.7998,True,True,34,3
P0758,631441_BBB_2014B,F,0.7998,True,True,34,4
P0758,343781_DDD_2013J,F,0.7998,True,True,38,5
P0758,628915_DDD_2014B,F,0.7998,True,True,35,6
P0758,557710_FFF_2013B,F,0.7996,True,True,35,7
P0758,1521540_BBB_2013B,F,0.7994,True,True,35,8
P0758,609596_BBB_2014B,F,0.7994,True,True,34,9
P0758,611489_GGG_2014B,F,0.7994,True,True,35,10
P0759,586474_EEE_2014J,M,0.9989,True,True,39,1
P0759,600801_EEE_2014B,M,0.9975,True,True,35,2
P0759,590989_FFF_2013J,M,0.9967,True,True,39,3
P0759,1352868_AAA_2014J,M,0.9965,True,True,39,4
P0759,633716_EEE_2014B,M,0.9965,True,True,35,5
P0759,647983_EEE_2014J,M,0.9952,True,True,39,6
P0759,683902_FFF_2014J,M,0.9947,True,True,39,7
P0759,559680_DDD_2013J,M,0.9947,True,True,38,8
P0759,2578676_AAA_2014J,M,0.9945,True,True,39,9
P0759,679262_FFF_2014J,M,0.9945,True,True,39,10
P0760,582390_BBB_2013J,F,0.8142,True,True,39,1
P0760,2002046_BBB_2013J,F,0.8054,True,True,39,2
P0760,1080206_DDD_2013J,F,0.7999,True,True,38,3
P0760,272580_BBB_2013B,F,0.7998,True,True,35,4
P0760,189035_BBB_2014B,F,0.7997,True,True,34,5
P0760,479141_DDD_2013J,F,0.7996,True,True,38,6
P0760,593976_DDD_2014J,F,0.7996,True,True,38,7
P0760,581353_BBB_2014B,F,0.7996,True,True,34,8
P0760,591574_BBB_2013J,F,0.7994,True,True,39,9
P0760,603446_BBB_2013J,F,0.7994,True,True,39,10
P0761,1747824_DDD_2014J,M,0.9917,True,True,38,1
P0761,502709_GGG_2014B,M,0.9891,True,True,35,2
P0761,677216_GGG_2014J,M,0.9857,True,True,39,3
P0761,634976_BBB_2014B,M,0.9848,True,True,34,4
P0761,2471673_DDD_2014J,M,0.9816,True,True,38,5
P0761,486279_GGG_2014B,M,0.9694,True,True,35,6
P0761,559452_BBB_2013B,M,0.9659,True,True,35,7
P0761,644951_CCC_2014J,M,0.9597,True,True,39,8
P0761,487278_GGG_2014B,M,0.9591,True,True,35,9
P0761,1925789_DDD_2014J,M,0.9587,True,True,38,10
P0762,586416_BBB_2013J,F,0.9911,True,True,39,1
P0762,568559_BBB_2014B,F,0.9905,True,True,34,2
P0762,153170_DDD_2014J,F,0.9897,True,True,38,3
P0762,632823_BBB_2014B,F,0.9866,True,True,34,4
P0762,585779_BBB_2013J,F,0.9865,True,True,39,5
P0762,587446_DDD_2014J,F,0.9849,True,True,38,6
P0762,2526784_BBB_2014B,F,0.9848,True,True,34,7
P0762,629777_GGG_2014B,F,0.9842,True,True,35,8
P0762,556878_BBB_2013B,F,0.9784,True,True,35,9
P0762,506804_BBB_2013J,F,0.9776,True,True,39,10
P0763,343828_FFF_2013J,F,0.9975,True,True,39,1
P0763,677155_FFF_2014J,F,0.9855,True,True,39,2
P0763,1732956_BBB_2014J,F,0.9845,True,True,38,3
P0763,1756165_DDD_2013J,F,0.9842,True,True,38,4
P0763,543060_DDD_2013B,F,0.9838,True,True,35,5
P0763,586917_FFF_2014B,F,0.983,True,True,35,6
P0763,52765_AAA_2014J,F,0.9829,True,True,39,7
P0763,685842_BBB_2014J,F,0.9814,True,True,38,8
P0763,676151_BBB_2014J,F,0.9799,True,True,38,9
P0763,351775_CCC_2014B,F,0.9789,True,True,35,10
P0764,609882_FFF_2013J,F,0.9975,True,True,39,1
P0764,609277_FFF_2013J,F,0.9968,True,True,39,2
P0764,580842_FFF_2013J,F,0.9966,True,True,39,3
P0764,674691_FFF_2014J,F,0.9966,True,True,39,4
P0764,677221_FFF_2014J,F,0.9966,True,True,39,5
P0764,2522093_BBB_2013B,F,0.9965,True,True,35,6
P0764,632588_FFF_2014B,F,0.9959,True,True,35,7
P0764,74585_BBB_2013J,F,0.9958,True,True,39,8
P0764,615299_FFF_2014J,F,0.9954,True,True,39,9
P0764,626326_FFF_2014B,F,0.9945,True,True,35,10
P0765,575454_GGG_2013J,F,0.9971,True,True,38,1
P0765,505595_BBB_2013B,F,0.9966,True,True,35,2
P0765,575251_BBB_2014B,F,0.9965,True,True,34,3
P0765,634494_GGG_2014B,F,0.9962,True,True,35,4
P0765,602175_GGG_2013J,F,0.996,True,True,38,5
P0765,512180_BBB_2013B,F,0.996,True,True,35,6
P0765,490500_BBB_2013J,F,0.9958,True,True,39,7
P0765,527659_BBB_2013B,F,0.9952,True,True,35,8
P0765,551053_BBB_2014B,F,0.9947,True,True,34,9
P0765,631978_GGG_2014B,F,0.9946,True,True,35,10
P0766,569974_GGG_2013J,F,0.9391,True,True,38,1
P0766,367535_BBB_2014B,F,0.9314,True,True,34,2
P0766,627550_BBB_2014B,F,0.9312,True,True,34,3
P0766,2691100_BBB_2013J,F,0.9306,True,True,39,4
P0766,248716_BBB_2013J,F,0.9301,True,True,39,5
P0766,629240_BBB_2014B,F,0.9272,True,True,34,6
P0766,582390_BBB_2013J,F,0.9245,True,True,39,7
P0766,493186_BBB_2013B,F,0.9232,True,True,35,8
P0766,613170_BBB_2014B,F,0.9205,True,True,34,9
P0766,628347_DDD_2014B,F,0.9171,True,True,35,10
P0767,1797614_BBB_2013B,M,0.9866,True,True,35,1
P0767,681799_DDD_2014J,M,0.9646,True,True,38,2
P0767,420762_DDD_2014J,M,0.9589,True,True,38,3
P0767,502554_CCC_2014B,M,0.9527,True,True,35,4
P0767,684407_DDD_2014J,M,0.9516,True,True,38,5
P0767,618737_DDD_2014J,M,0.947,True,True,38,6
P0767,466360_CCC_2014J,M,0.9441,True,True,39,7
P0767,555674_BBB_2013B,M,0.9393,True,True,35,8
P0767,2091387_DDD_2014B,M,0.9371,True,True,35,9
P0767,634280_BBB_2014B,M,0.9371,True,True,34,10
P0768,601010_BBB_2014B,M,0.9775,True,True,34,1
P0768,468720_DDD_2014J,M,0.9693,True,True,38,2
P0768,472511_GGG_2014B,M,0.9679,True,True,35,3
P0768,625283_DDD_2014J,M,0.9661,True,True,38,4
P0768,429417_BBB_2014B,M,0.9622,True,True,34,5
P0768,2083576_BBB_2013J,M,0.9608,True,True,39,6
P0768,1917311_DDD_2014J,M,0.9553,True,True,38,7
P0768,624738_BBB_2014B,M,0.9537,True,True,34,8
P0768,360877_BBB_2013B,M,0.9527,True,True,35,9
P0768,592189_DDD_2013J,M,0.9525,True,True,38,10
P0769,564906_BBB_2014B,M,0.9662,True,True,34,1
P0769,518223_BBB_2013J,M,0.9619,True,True,39,2
P0769,577520_DDD_2014J,M,0.9368,True,True,38,3
P0769,626852_DDD_2014B,M,0.9366,True,True,35,4
P0769,598103_DDD_2014J,M,0.9352,True,True,38,5
P0769,523762_CCC_2014J,M,0.9299,True,True,39,6
P0769,625283_DDD_2014J,M,0.9262,True,True,38,7
P0769,491106_DDD_2013B,M,0.9252,True,True,35,8
P0769,537577_DDD_2014J,M,0.9251,True,True,38,9
P0769,321810_DDD_2014B,M,0.9169,True,True,35,10
P0770,568539_GGG_2013J,F,0.9394,True,True,38,1
P0770,545697_BBB_2013B,F,0.9376,True,True,35,2
P0770,589585_DDD_2014J,F,0.9307,True,True,38,3
P0770,685436_GGG_2014J,F,0.93,True,True,39,4
P0770,632704_BBB_2014B,F,0.918,True,True,34,5
P0770,467413_DDD_2013B,F,0.9145,True,True,35,6
P0770,506804_BBB_2013J,F,0.9112,True,True,39,7
P0770,586995_BBB_2014B,F,0.9093,True,True,34,8
P0770,622208_BBB_2014B,F,0.909,True,True,34,9
P0770,446097_DDD_2014J,F,0.907,True,True,38,10
P0771,152626_FFF_2014B,M,0.9989,True,True,35,1
P0771,295255_FFF_2013J,M,0.9982,True,True,39,2
P0771,2646317_FFF_2013B,M,0.996,True,True,35,3
P0771,616386_CCC_2014J,M,0.9959,True,True,39,4
P0771,642843_FFF_2014J,M,0.9933,True,True,39,5
P0771,2689210_FFF_2014B,M,0.9927,True,True,35,6
P0771,364974_FFF_2013J,M,0.9917,True,True,39,7
P0771,540723_FFF_2014J,M,0.9903,True,True,39,8
P0771,630047_CCC_2014B,M,0.9898,True,True,35,9
P0771,978739_AAA_2013J,M,0.9879,True,True,39,10
P0772,593000_BBB_2014J,M,0.9974,True,True,38,1
P0772,2505501_DDD_2013B,M,0.9903,True,True,35,2
P0772,684250_BBB_2014J,M,0.9871,True,True,38,3
P0772,432480_BBB_2014B,M,0.9871,True,True,34,4
P0772,2434159_AAA_2014J,M,0.9861,True,True,39,5
P0772,652886_BBB_2014J,M,0.9851,True,True,38,6
P0772,586550_DDD_2013J,M,0.9831,True,True,38,7
P0772,103800_DDD_2013J,M,0.981,True,True,38,8
P0772,306646_AAA_2014J,M,0.9808,True,True,39,9
P0772,625714_DDD_2014B,M,0.9802,True,True,35,10
P0773,373126_DDD_2013B,M,0.9969,True,True,35,1
P0773,527751_DDD_2013J,M,0.9955,True,True,38,2
P0773,496542_DDD_2013B,M,0.9951,True,True,35,3
P0773,685105_FFF_2014J,M,0.9935,True,True,39,4
P0773,537654_CCC_2014B,M,0.992,True,True,35,5
P0773,591111_FFF_2014B,M,0.9916,True,True,35,6
P0773,483362_DDD_2013J,M,0.9913,True,True,38,7
P0773,586625_DDD_2013J,M,0.9912,True,True,38,8
P0773,551604_CCC_2014B,M,0.9899,True,True,35,9
P0773,696666_FFF_2014J,M,0.9899,True,True,39,10
P0774,631247_CCC_2014J,M,0.9937,True,True,39,1
P0774,189117_EEE_2014J,M,0.9932,True,True,39,2
P0774,574259_EEE_2013J,M,0.9919,True,True,39,3
P0774,596846_DDD_2013J,M,0.9915,True,True,38,4
P0774,591958_CCC_2014B,M,0.9912,True,True,35,5
P0774,623100_CCC_2014J,M,0.9912,True,True,39,6
P0774,633864_DDD_2014B,M,0.99,True,True,35,7
P0774,412618_DDD_2013J,M,0.9892,True,True,38,8
P0774,476603_AAA_2014J,M,0.9888,True,True,39,9
P0774,597050_BBB_2013J,M,0.9887,True,True,39,10
P0775,504231_FFF_2013B,M,0.9969,True,True,35,1
P0775,686946_FFF_2014J,M,0.9964,True,True,39,2
P0775,601560_FFF_2014B,M,0.9952,True,True,35,3
P0775,594374_FFF_2014B,M,0.9951,True,True,35,4
P0775,2540871_FFF_2014J,M,0.9945,True,True,39,5
P0775,531894_FFF_2013B,M,0.9919,True,True,35,6
P0775,539308_FFF_2014J,M,0.9919,True,True,39,7
P0775,476937_CCC_2014B,M,0.99,True,True,35,8
P0775,567859_FFF_2014B,M,0.9894,True,True,35,9
P0775,637582_FFF_2014J,M,0.989,True,True,39,10
P0776,407968_FFF_2013B,M,0.9968,True,True,35,1
P0776,637070_CCC_2014J,M,0.9968,True,True,39,2
P0776,603179_EEE_2014J,M,0.9965,True,True,39,3
P0776,621345_FFF_2014B,M,0.9958,True,True,35,4
P0776,604517_CCC_2014B,M,0.9952,True,True,35,5
P0776,542167_CCC_2014J,M,0.9951,True,True,39,6
P0776,544467_DDD_2013B,M,0.9934,True,True,35,7
P0776,324948_FFF_2014B,M,0.9932,True,True,35,8
P0776,576672_FFF_2013J,M,0.9926,True,True,39,9
P0776,593492_FFF_2013J,M,0.9925,True,True,39,10
P0777,634853_CCC_2014J,M,0.9499,True,True,39,1
P0777,226895_DDD_2014J,M,0.9397,True,True,38,2
P0777,695049_BBB_2014J,M,0.925,True,True,38,3
P0777,469579_BBB_2014J,M,0.9227,True,True,38,4
P0777,626998_EEE_2014J,M,0.9179,True,True,39,5
P0777,634027_GGG_2014B,M,0.9166,True,True,35,6
P0777,553741_CCC_2014J,M,0.9146,True,True,39,7
P0777,2442685_BBB_2013B,M,0.9097,True,True,35,8
P0777,324282_AAA_2013J,M,0.9022,True,True,39,9
P0777,684180_AAA_2014J,M,0.9006,True,True,39,10
P0778,634976_BBB_2014B,M,0.9756,True,True,34,1
P0778,559452_BBB_2013B,M,0.9748,True,True,35,2
P0778,502709_GGG_2014B,M,0.9734,True,True,35,3
P0778,339235_CCC_2014J,M,0.9728,True,True,39,4
P0778,644951_CCC_2014J,M,0.9686,True,True,39,5
P0778,665414_CCC_2014J,M,0.9685,True,True,39,6
P0778,487278_GGG_2014B,M,0.968,True,True,35,7
P0778,694523_CCC_2014J,M,0.967,True,True,39,8
P0778,155256_GGG_2013J,M,0.9668,True,True,38,9
P0778,681059_DDD_2014J,M,0.9654,True,True,38,10
P0779,327650_FFF_2013B,F,0.9981,True,True,35,1
P0779,529762_FFF_2013B,F,0.9925,True,True,35,2
P0779,524845_FFF_2013J,F,0.9822,True,True,39,3
P0779,404135_FFF_2013B,F,0.9807,True,True,35,4
P0779,341470_FFF_2013J,F,0.9788,True,True,39,5
P0779,596601_FFF_2014B,F,0.9788,True,True,35,6
P0779,542287_FFF_2014B,F,0.9748,True,True,35,7
P0779,110881_FFF_2013J,F,0.9738,True,True,39,8
P0779,572702_FFF_2013J,F,0.9732,True,True,39,9
P0779,639028_FFF_2014J,F,0.9698,True,True,39,10
P0780,620484_CCC_2014J,M,0.7947,True,True,39,1
P0780,2232340_DDD_2014J,M,0.7923,True,True,38,2
P0780,353804_CCC_2014B,M,0.7909,True,True,35,3
P0780,624156_CCC_2014J,M,0.7905,True,True,39,4
P0780,581253_FFF_2013J,M,0.79,True,True,39,5
P0780,317801_CCC_2014J,M,0.7899,True,True,39,6
P0780,545245_DDD_2013B,M,0.7899,True,True,35,7
P0780,165733_DDD_2013B,M,0.7888,True,True,35,8
P0780,535259_CCC_2014J,M,0.7886,True,True,39,9
P0780,629906_EEE_2014B,M,0.7886,True,True,35,10
P0781,568118_GGG_2013J,F,0.9246,True,True,38,1
P0781,513077_BBB_2014B,F,0.922,True,True,34,2
P0781,632463_DDD_2014B,F,0.9215,True,True,35,3
P0781,2301511_DDD_2014B,F,0.9182,True,True,35,4
P0781,566381_DDD_2013J,F,0.9177,True,True,38,5
P0781,325497_DDD_2013J,F,0.9128,True,True,38,6
P0781,543648_DDD_2013J,F,0.9102,True,True,38,7
P0781,2612342_DDD_2014J,F,0.9074,True,True,38,8
P0781,1829654_BBB_2014B,F,0.9069,True,True,34,9
P0781,606884_DDD_2014B,F,0.898,True,True,35,10
P0782,471925_BBB_2014B,M,0.8955,True,True,34,1
P0782,554004_BBB_2014B,M,0.8732,True,True,34,2
P0782,635244_BBB_2014B,M,0.8633,True,True,34,3
P0782,2432655_DDD_2014J,M,0.8588,True,True,38,4
P0782,495615_DDD_2014J,M,0.8581,True,True,38,5
P0782,689503_GGG_2014J,M,0.8494,True,True,39,6
P0782,138704_DDD_2014B,M,0.8445,True,True,35,7
P0782,553367_DDD_2014J,M,0.8437,True,True,38,8
P0782,628099_DDD_2014B,M,0.8435,True,True,35,9
P0782,571554_BBB_2013J,M,0.8428,True,True,39,10
P0783,1777834_CCC_2014J,F,0.9858,True,True,39,1
P0783,674777_BBB_2014J,F,0.9838,True,True,38,2
P0783,551276_BBB_2014J,F,0.9658,True,True,38,3
P0783,606586_BBB_2014J,F,0.9577,True,True,38,4
P0783,182661_BBB_2013J,F,0.9567,True,True,39,5
P0783,698204_BBB_2014J,F,0.9549,True,True,38,6
P0783,630597_BBB_2014J,F,0.9519,True,True,38,7
P0783,2061889_BBB_2013J,F,0.9513,True,True,39,8
P0783,691514_BBB_2014J,F,0.9512,True,True,38,9
P0783,540005_BBB_2013J,F,0.9491,True,True,39,10
P0784,2567158_BBB_2013J,F,0.994,True,True,39,1
P0784,501960_DDD_2013B,F,0.9873,True,True,35,2
P0784,581316_CCC_2014J,F,0.9871,True,True,39,3
P0784,2400851_BBB_2013J,F,0.9838,True,True,39,4
P0784,614949_DDD_2014B,F,0.9838,True,True,35,5
P0784,243025_DDD_2014J,F,0.9834,True,True,38,6
P0784,586946_DDD_2014J,F,0.982,True,True,38,7
P0784,2685827_DDD_2014B,F,0.982,True,True,35,8
P0784,592618_BBB_2013J,F,0.9811,True,True,39,9
P0784,2553890_BBB_2013J,F,0.9793,True,True,39,10
P0785,226895_DDD_2014J,M,0.9833,True,True,38,1
P0785,634853_CCC_2014J,M,0.9803,True,True,39,2
P0785,695049_BBB_2014J,M,0.9686,True,True,38,3
P0785,469579_BBB_2014J,M,0.9471,True,True,38,4
P0785,610725_BBB_2013J,M,0.9427,True,True,39,5
P0785,626998_EEE_2014J,M,0.9423,True,True,39,6
P0785,610287_CCC_2014J,M,0.9414,True,True,39,7
P0785,634027_GGG_2014B,M,0.941,True,True,35,8
P0785,553741_CCC_2014J,M,0.939,True,True,39,9
P0785,497994_DDD_2013J,M,0.9373,True,True,38,10
P0786,275674_AAA_2014J,F,0.9944,True,True,39,1
P0786,627660_BBB_2014J,F,0.9858,True,True,38,2
P0786,129198_CCC_2014B,F,0.9839,True,True,35,3
P0786,473102_FFF_2013B,F,0.9825,True,True,35,4
P0786,389362_DDD_2013B,F,0.9761,True,True,35,5
P0786,542657_FFF_2013B,F,0.9733,True,True,35,6
P0786,680765_CCC_2014J,F,0.9731,True,True,39,7
P0786,2464683_DDD_2014J,F,0.9727,True,True,38,8
P0786,334134_FFF_2013B,F,0.9725,True,True,35,9
P0786,546547_FFF_2013J,F,0.9718,True,True,39,10
P0787,573433_BBB_2013J,F,0.7999,True,True,39,1
P0787,620128_BBB_2014B,F,0.7999,True,True,34,2
P0787,592950_DDD_2013J,F,0.7997,True,True,38,3
P0787,619297_DDD_2014B,F,0.7997,True,True,35,4
P0787,371044_DDD_2013B,F,0.7996,True,True,35,5
P0787,620980_BBB_2014B,F,0.7995,True,True,34,6
P0787,1406920_BBB_2014B,F,0.7995,True,True,34,7
P0787,687379_BBB_2014J,F,0.7995,True,True,38,8
P0787,568559_BBB_2014B,F,0.7994,True,True,34,9
P0787,587161_GGG_2013J,F,0.7994,True,True,38,10
P0788,622208_BBB_2014B,F,0.9162,True,True,34,1
P0788,153170_DDD_2014J,F,0.9112,True,True,38,2
P0788,506804_BBB_2013J,F,0.9046,True,True,39,3
P0788,586416_BBB_2013J,F,0.9032,True,True,39,4
P0788,2526784_BBB_2014B,F,0.9031,True,True,34,5
P0788,568559_BBB_2014B,F,0.9029,True,True,34,6
P0788,632823_BBB_2014B,F,0.9024,True,True,34,7
P0788,629777_GGG_2014B,F,0.8988,True,True,35,8
