zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm,zenodo_cluster_id
5896,27,67,1,1,1,1,1,27,2,13,0,95,83,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,Low,Merit,ReadWrite,0.175,0.9000000000000001,0.7166666666666667,0.5,1.0,0.0,1
5897,27,67,1,0,1,1,1,25,2,18,1,77,65,1,2,2,Male,Yes,No,Yes,Yes,Low,Medium,Low,Pass,ReadWrite,0.175,0.54,0.4166666666666666,0.5,1.0,1.0,2
5898,27,67,1,0,1,1,1,23,3,6,1,80,85,0,0,0,Male,Yes,No,No,Yes,Low,High,Low,Distinction,Visual,0.175,0.6000000000000001,0.7500000000000001,0.5,0.0,1.0,0
5899,27,67,1,0,1,1,1,27,2,13,0,95,83,1,2,1,Male,Yes,No,Yes,No,Low,Medium,Low,Merit,ReadWrite,0.175,0.9000000000000001,0.7166666666666667,0.5,1.0,0.0,1
5900,16,65,2,0,0,1,1,28,2,15,1,58,46,1,1,3,Male,Yes,No,Yes,Yes,High,Low,Medium,Fail,ReadWrite,0.125,0.1599999999999999,0.0999999999999999,0.0,0.5,1.0,0
5901,16,65,2,0,0,1,1,19,1,17,1,92,91,0,1,0,Male,Yes,No,No,Yes,High,Low,Medium,Distinction,Kinesthetic,0.125,0.8400000000000001,0.85,0.0,0.5,1.0,0
5902,16,65,2,0,0,1,1,26,0,1,0,83,94,1,2,0,Male,Yes,No,Yes,No,High,Medium,Medium,Distinction,Auditory,0.125,0.6600000000000001,0.9,0.0,1.0,0.0,1
5903,16,65,2,0,0,1,1,24,3,10,1,62,65,0,2,2,Male,Yes,No,No,Yes,High,Medium,Medium,Pass,Visual,0.125,0.24,0.4166666666666666,0.0,1.0,1.0,2
5904,16,65,0,0,1,1,1,28,2,15,1,58,46,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,High,Fail,ReadWrite,0.125,0.1599999999999999,0.0999999999999999,0.5,0.5,1.0,0
5905,16,65,0,0,1,1,1,19,1,17,1,92,91,0,1,0,Male,Yes,No,No,Yes,Low,Low,High,Distinction,Kinesthetic,0.125,0.8400000000000001,0.85,0.5,0.5,1.0,0
5906,16,65,0,0,1,1,1,26,0,1,0,83,94,1,2,0,Male,Yes,No,Yes,No,Low,Medium,High,Distinction,Auditory,0.125,0.6600000000000001,0.9,0.5,1.0,0.0,1
5907,16,65,0,0,1,1,1,24,3,10,1,62,65,0,2,2,Male,Yes,No,No,Yes,Low,Medium,High,Pass,Visual,0.125,0.24,0.4166666666666666,0.5,1.0,1.0,2
5908,16,65,1,0,1,1,1,28,2,15,1,58,46,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Low,Fail,ReadWrite,0.125,0.1599999999999999,0.0999999999999999,0.5,0.5,1.0,0
5909,16,65,1,0,1,1,1,19,1,17,1,92,91,0,1,0,Male,Yes,No,No,Yes,Low,Low,Low,Distinction,Kinesthetic,0.125,0.8400000000000001,0.85,0.5,0.5,1.0,0
5910,16,65,1,0,1,1,1,26,0,1,0,83,94,1,2,0,Male,Yes,No,Yes,No,Low,Medium,Low,Distinction,Auditory,0.125,0.6600000000000001,0.9,0.5,1.0,0.0,1
5911,16,65,1,0,1,1,1,24,3,10,1,62,65,0,2,2,Male,Yes,No,No,Yes,Low,Medium,Low,Pass,Visual,0.125,0.24,0.4166666666666666,0.5,1.0,1.0,2
5912,31,76,1,1,1,1,0,20,2,20,0,53,55,1,1,2,Female,Yes,Yes,Yes,No,Low,Low,Low,Pass,ReadWrite,0.4000000000000001,0.06,0.25,0.5,0.5,0.0,1
5913,24,96,2,0,1,1,0,18,1,2,0,82,76,0,1,1,Female,Yes,No,No,No,Low,Low,Medium,Merit,Kinesthetic,0.9000000000000004,0.6400000000000001,0.6,0.5,0.5,0.0,1
5914,24,96,1,1,0,0,0,18,1,2,0,82,76,0,1,1,Female,No,Yes,No,No,High,Low,Low,Merit,Kinesthetic,0.9000000000000004,0.6400000000000001,0.6,0.0,0.5,0.0,1
5915,24,96,2,0,0,1,0,18,1,2,0,82,76,0,1,1,Female,Yes,No,No,No,High,Low,Medium,Merit,Kinesthetic,0.9000000000000004,0.6400000000000001,0.6,0.0,0.5,0.0,1
5916,24,96,1,0,1,1,0,18,1,2,0,82,76,0,1,1,Female,Yes,No,No,No,Low,Low,Low,Merit,Kinesthetic,0.9000000000000004,0.6400000000000001,0.6,0.5,0.5,0.0,1
5917,24,96,2,1,1,1,0,18,1,2,0,82,76,0,1,1,Female,Yes,Yes,No,No,Low,Low,Medium,Merit,Kinesthetic,0.9000000000000004,0.6400000000000001,0.6,0.5,0.5,0.0,1
5918,24,96,1,0,1,1,0,18,1,2,0,82,76,0,1,1,Female,Yes,No,No,No,Low,Low,Low,Merit,Kinesthetic,0.9000000000000004,0.6400000000000001,0.6,0.5,0.5,0.0,1
5919,19,67,1,1,1,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Distinction,Auditory,0.175,0.6200000000000001,0.9,0.5,0.5,1.0,0
5920,19,67,1,1,2,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,Yes,Yes,Yes,Medium,Low,Low,Distinction,Auditory,0.175,0.6200000000000001,0.9,1.0,0.5,1.0,0
5921,19,67,0,0,2,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,No,Yes,Yes,Medium,Low,High,Distinction,Auditory,0.175,0.6200000000000001,0.9,1.0,0.5,1.0,0
5922,19,67,1,0,1,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,No,Yes,Yes,Low,Low,Low,Distinction,Auditory,0.175,0.6200000000000001,0.9,0.5,0.5,1.0,0
5923,19,67,1,0,0,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,No,Yes,Yes,High,Low,Low,Distinction,Auditory,0.175,0.6200000000000001,0.9,0.0,0.5,1.0,0
5924,19,67,1,0,0,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,No,Yes,Yes,High,Low,Low,Distinction,Auditory,0.175,0.6200000000000001,0.9,0.0,0.5,1.0,0
5925,19,67,1,1,0,1,0,29,0,1,1,81,94,1,1,0,Female,Yes,Yes,Yes,Yes,High,Low,Low,Distinction,Auditory,0.175,0.6200000000000001,0.9,0.0,0.5,1.0,0
5926,21,71,1,1,0,0,0,29,1,16,0,68,96,1,0,0,Female,No,Yes,Yes,No,High,High,Low,Distinction,Kinesthetic,0.2750000000000001,0.3600000000000001,0.9333333333333336,0.0,0.0,0.0,1
5927,21,71,1,1,0,0,0,24,0,14,1,78,56,1,0,2,Female,No,Yes,Yes,Yes,High,High,Low,Pass,Auditory,0.2750000000000001,0.56,0.2666666666666667,0.0,0.0,1.0,0
5928,21,71,1,1,0,1,0,29,1,16,0,68,96,1,0,0,Female,Yes,Yes,Yes,No,High,High,Low,Distinction,Kinesthetic,0.2750000000000001,0.3600000000000001,0.9333333333333336,0.0,0.0,0.0,1
5929,21,71,1,1,0,1,0,24,0,14,1,78,56,1,0,2,Female,Yes,Yes,Yes,Yes,High,High,Low,Pass,Auditory,0.2750000000000001,0.56,0.2666666666666667,0.0,0.0,1.0,0
5930,21,71,1,1,1,1,0,29,1,16,0,68,96,1,0,0,Female,Yes,Yes,Yes,No,Low,High,Low,Distinction,Kinesthetic,0.2750000000000001,0.3600000000000001,0.9333333333333336,0.5,0.0,0.0,1
5931,21,71,1,1,1,1,0,24,0,14,1,78,56,1,0,2,Female,Yes,Yes,Yes,Yes,Low,High,Low,Pass,Auditory,0.2750000000000001,0.56,0.2666666666666667,0.5,0.0,1.0,0
5932,21,71,0,0,2,1,0,29,1,16,0,68,96,1,0,0,Female,Yes,No,Yes,No,Medium,High,High,Distinction,Kinesthetic,0.2750000000000001,0.3600000000000001,0.9333333333333336,1.0,0.0,0.0,1
5933,21,71,0,0,2,1,0,24,0,14,1,78,56,1,0,2,Female,Yes,No,Yes,Yes,Medium,High,High,Pass,Auditory,0.2750000000000001,0.56,0.2666666666666667,1.0,0.0,1.0,0
5934,21,71,1,0,0,1,0,29,1,16,0,68,96,1,0,0,Female,Yes,No,Yes,No,High,High,Low,Distinction,Kinesthetic,0.2750000000000001,0.3600000000000001,0.9333333333333336,0.0,0.0,0.0,1
5935,21,71,1,0,0,1,0,24,0,14,1,78,56,1,0,2,Female,Yes,No,Yes,Yes,High,High,Low,Pass,Auditory,0.2750000000000001,0.56,0.2666666666666667,0.0,0.0,1.0,0
5936,21,71,2,1,1,1,0,29,1,16,0,68,96,1,0,0,Female,Yes,Yes,Yes,No,Low,High,Medium,Distinction,Kinesthetic,0.2750000000000001,0.3600000000000001,0.9333333333333336,0.5,0.0,0.0,1
5937,21,71,2,1,1,1,0,24,0,14,1,78,56,1,0,2,Female,Yes,Yes,Yes,Yes,Low,High,Medium,Pass,Auditory,0.2750000000000001,0.56,0.2666666666666667,0.5,0.0,1.0,0
5938,12,94,2,1,1,1,1,18,1,12,0,87,81,0,2,1,Male,Yes,Yes,No,No,Low,Medium,Medium,Merit,Kinesthetic,0.8500000000000001,0.74,0.6833333333333335,0.5,1.0,0.0,1
5939,12,94,2,1,1,1,1,26,0,12,0,84,90,1,2,0,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Distinction,Auditory,0.8500000000000001,0.6799999999999999,0.8333333333333334,0.5,1.0,0.0,1
5940,12,94,2,0,2,1,1,18,1,12,0,87,81,0,2,1,Male,Yes,No,No,No,Medium,Medium,Medium,Merit,Kinesthetic,0.8500000000000001,0.74,0.6833333333333335,1.0,1.0,0.0,1
5941,12,94,2,0,2,1,1,26,0,12,0,84,90,1,2,0,Male,Yes,No,Yes,No,Medium,Medium,Medium,Distinction,Auditory,0.8500000000000001,0.6799999999999999,0.8333333333333334,1.0,1.0,0.0,1
5942,12,94,0,1,1,1,1,18,1,12,0,87,81,0,2,1,Male,Yes,Yes,No,No,Low,Medium,High,Merit,Kinesthetic,0.8500000000000001,0.74,0.6833333333333335,0.5,1.0,0.0,1
5943,12,94,0,1,1,1,1,26,0,12,0,84,90,1,2,0,Male,Yes,Yes,Yes,No,Low,Medium,High,Distinction,Auditory,0.8500000000000001,0.6799999999999999,0.8333333333333334,0.5,1.0,0.0,1
5944,22,61,0,1,0,1,0,27,1,17,1,91,99,1,0,0,Female,Yes,Yes,Yes,Yes,High,High,High,Distinction,Kinesthetic,0.0250000000000001,0.8200000000000001,0.9833333333333332,0.0,0.0,1.0,0
5945,22,61,0,1,0,1,0,24,3,16,1,78,85,0,2,0,Female,Yes,Yes,No,Yes,High,Medium,High,Distinction,Visual,0.0250000000000001,0.56,0.7500000000000001,0.0,1.0,1.0,2
5946,22,61,0,1,0,1,0,24,3,14,1,97,90,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,High,Distinction,Visual,0.0250000000000001,0.94,0.8333333333333334,0.0,1.0,1.0,2
5947,22,61,0,1,0,1,0,27,0,12,1,63,74,0,2,1,Female,Yes,Yes,No,Yes,High,Medium,High,Merit,Auditory,0.0250000000000001,0.26,0.5666666666666668,0.0,1.0,1.0,2
5948,22,61,0,1,0,1,0,27,1,3,0,84,71,1,2,1,Female,Yes,Yes,Yes,No,High,Medium,High,Merit,Kinesthetic,0.0250000000000001,0.6799999999999999,0.5166666666666667,0.0,1.0,0.0,1
5949,22,61,2,1,1,1,0,27,1,17,1,91,99,1,0,0,Female,Yes,Yes,Yes,Yes,Low,High,Medium,Distinction,Kinesthetic,0.0250000000000001,0.8200000000000001,0.9833333333333332,0.5,0.0,1.0,0
5950,22,61,2,1,1,1,0,24,3,16,1,78,85,0,2,0,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Distinction,Visual,0.0250000000000001,0.56,0.7500000000000001,0.5,1.0,1.0,2
5951,22,61,2,1,1,1,0,24,3,14,1,97,90,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Distinction,Visual,0.0250000000000001,0.94,0.8333333333333334,0.5,1.0,1.0,2
5952,22,61,2,1,1,1,0,27,0,12,1,63,74,0,2,1,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Merit,Auditory,0.0250000000000001,0.26,0.5666666666666668,0.5,1.0,1.0,2
5953,22,61,2,1,1,1,0,27,1,3,0,84,71,1,2,1,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Merit,Kinesthetic,0.0250000000000001,0.6799999999999999,0.5166666666666667,0.5,1.0,0.0,1
5954,22,61,1,1,0,1,0,27,1,17,1,91,99,1,0,0,Female,Yes,Yes,Yes,Yes,High,High,Low,Distinction,Kinesthetic,0.0250000000000001,0.8200000000000001,0.9833333333333332,0.0,0.0,1.0,0
5955,22,61,1,1,0,1,0,24,3,16,1,78,85,0,2,0,Female,Yes,Yes,No,Yes,High,Medium,Low,Distinction,Visual,0.0250000000000001,0.56,0.7500000000000001,0.0,1.0,1.0,2
5956,22,61,1,1,0,1,0,24,3,14,1,97,90,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,Low,Distinction,Visual,0.0250000000000001,0.94,0.8333333333333334,0.0,1.0,1.0,2
5957,22,61,1,1,0,1,0,27,0,12,1,63,74,0,2,1,Female,Yes,Yes,No,Yes,High,Medium,Low,Merit,Auditory,0.0250000000000001,0.26,0.5666666666666668,0.0,1.0,1.0,2
5958,22,61,1,1,0,1,0,27,1,3,0,84,71,1,2,1,Female,Yes,Yes,Yes,No,High,Medium,Low,Merit,Kinesthetic,0.0250000000000001,0.6799999999999999,0.5166666666666667,0.0,1.0,0.0,1
5959,22,61,1,0,0,1,0,27,1,17,1,91,99,1,0,0,Female,Yes,No,Yes,Yes,High,High,Low,Distinction,Kinesthetic,0.0250000000000001,0.8200000000000001,0.9833333333333332,0.0,0.0,1.0,0
5960,22,61,1,0,0,1,0,24,3,16,1,78,85,0,2,0,Female,Yes,No,No,Yes,High,Medium,Low,Distinction,Visual,0.0250000000000001,0.56,0.7500000000000001,0.0,1.0,1.0,2
5961,22,61,1,0,0,1,0,24,3,14,1,97,90,1,2,0,Female,Yes,No,Yes,Yes,High,Medium,Low,Distinction,Visual,0.0250000000000001,0.94,0.8333333333333334,0.0,1.0,1.0,2
5962,22,61,1,0,0,1,0,27,0,12,1,63,74,0,2,1,Female,Yes,No,No,Yes,High,Medium,Low,Merit,Auditory,0.0250000000000001,0.26,0.5666666666666668,0.0,1.0,1.0,2
5963,22,61,1,0,0,1,0,27,1,3,0,84,71,1,2,1,Female,Yes,No,Yes,No,High,Medium,Low,Merit,Kinesthetic,0.0250000000000001,0.6799999999999999,0.5166666666666667,0.0,1.0,0.0,1
5964,22,61,0,0,2,1,0,27,1,17,1,91,99,1,0,0,Female,Yes,No,Yes,Yes,Medium,High,High,Distinction,Kinesthetic,0.0250000000000001,0.8200000000000001,0.9833333333333332,1.0,0.0,1.0,0
5965,22,61,0,0,2,1,0,24,3,16,1,78,85,0,2,0,Female,Yes,No,No,Yes,Medium,Medium,High,Distinction,Visual,0.0250000000000001,0.56,0.7500000000000001,1.0,1.0,1.0,2
5966,22,61,0,0,2,1,0,24,3,14,1,97,90,1,2,0,Female,Yes,No,Yes,Yes,Medium,Medium,High,Distinction,Visual,0.0250000000000001,0.94,0.8333333333333334,1.0,1.0,1.0,2
5967,22,61,0,0,2,1,0,27,0,12,1,63,74,0,2,1,Female,Yes,No,No,Yes,Medium,Medium,High,Merit,Auditory,0.0250000000000001,0.26,0.5666666666666668,1.0,1.0,1.0,2
5968,22,61,0,0,2,1,0,27,1,3,0,84,71,1,2,1,Female,Yes,No,Yes,No,Medium,Medium,High,Merit,Kinesthetic,0.0250000000000001,0.6799999999999999,0.5166666666666667,1.0,1.0,0.0,1
5969,24,63,1,0,0,1,1,27,2,2,0,69,43,1,2,3,Male,Yes,No,Yes,No,High,Medium,Low,Fail,ReadWrite,0.0750000000000001,0.3800000000000001,0.05,0.0,1.0,0.0,1
5970,24,63,1,0,0,1,1,27,1,12,1,52,95,1,1,0,Male,Yes,No,Yes,Yes,High,Low,Low,Distinction,Kinesthetic,0.0750000000000001,0.04,0.9166666666666666,0.0,0.5,1.0,0
5971,24,63,1,0,0,1,1,22,3,7,1,63,55,1,2,2,Male,Yes,No,Yes,Yes,High,Medium,Low,Pass,Visual,0.0750000000000001,0.26,0.25,0.0,1.0,1.0,2
5972,24,63,1,1,1,1,1,27,2,2,0,69,43,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,Low,Fail,ReadWrite,0.0750000000000001,0.3800000000000001,0.05,0.5,1.0,0.0,1
5973,24,63,1,1,1,1,1,27,1,12,1,52,95,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Distinction,Kinesthetic,0.0750000000000001,0.04,0.9166666666666666,0.5,0.5,1.0,0
5974,24,63,1,1,1,1,1,22,3,7,1,63,55,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Visual,0.0750000000000001,0.26,0.25,0.5,1.0,1.0,2
5975,24,63,1,0,1,1,1,27,2,2,0,69,43,1,2,3,Male,Yes,No,Yes,No,Low,Medium,Low,Fail,ReadWrite,0.0750000000000001,0.3800000000000001,0.05,0.5,1.0,0.0,1
5976,24,63,1,0,1,1,1,27,1,12,1,52,95,1,1,0,Male,Yes,No,Yes,Yes,Low,Low,Low,Distinction,Kinesthetic,0.0750000000000001,0.04,0.9166666666666666,0.5,0.5,1.0,0
5977,24,63,1,0,1,1,1,22,3,7,1,63,55,1,2,2,Male,Yes,No,Yes,Yes,Low,Medium,Low,Pass,Visual,0.0750000000000001,0.26,0.25,0.5,1.0,1.0,2
5978,24,63,1,1,1,1,1,27,2,2,0,69,43,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,Low,Fail,ReadWrite,0.0750000000000001,0.3800000000000001,0.05,0.5,1.0,0.0,1
5979,24,63,1,1,1,1,1,27,1,12,1,52,95,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Distinction,Kinesthetic,0.0750000000000001,0.04,0.9166666666666666,0.5,0.5,1.0,0
5980,24,63,1,1,1,1,1,22,3,7,1,63,55,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Visual,0.0750000000000001,0.26,0.25,0.5,1.0,1.0,2
5981,23,71,1,1,2,1,0,25,1,19,1,86,41,1,1,3,Female,Yes,Yes,Yes,Yes,Medium,Low,Low,Fail,Kinesthetic,0.2750000000000001,0.72,0.0166666666666667,1.0,0.5,1.0,0
5982,23,71,1,1,2,1,0,26,1,17,1,63,70,1,1,1,Female,Yes,Yes,Yes,Yes,Medium,Low,Low,Merit,Kinesthetic,0.2750000000000001,0.26,0.5000000000000001,1.0,0.5,1.0,0
5983,23,71,2,0,1,1,0,25,1,19,1,86,41,1,1,3,Female,Yes,No,Yes,Yes,Low,Low,Medium,Fail,Kinesthetic,0.2750000000000001,0.72,0.0166666666666667,0.5,0.5,1.0,0
5984,23,71,2,0,1,1,0,26,1,17,1,63,70,1,1,1,Female,Yes,No,Yes,Yes,Low,Low,Medium,Merit,Kinesthetic,0.2750000000000001,0.26,0.5000000000000001,0.5,0.5,1.0,0
5985,23,71,1,1,0,1,0,25,1,19,1,86,41,1,1,3,Female,Yes,Yes,Yes,Yes,High,Low,Low,Fail,Kinesthetic,0.2750000000000001,0.72,0.0166666666666667,0.0,0.5,1.0,0
5986,23,71,1,1,0,1,0,26,1,17,1,63,70,1,1,1,Female,Yes,Yes,Yes,Yes,High,Low,Low,Merit,Kinesthetic,0.2750000000000001,0.26,0.5000000000000001,0.0,0.5,1.0,0
5987,23,71,1,0,0,1,0,25,1,19,1,86,41,1,1,3,Female,Yes,No,Yes,Yes,High,Low,Low,Fail,Kinesthetic,0.2750000000000001,0.72,0.0166666666666667,0.0,0.5,1.0,0
5988,23,71,1,0,0,1,0,26,1,17,1,63,70,1,1,1,Female,Yes,No,Yes,Yes,High,Low,Low,Merit,Kinesthetic,0.2750000000000001,0.26,0.5000000000000001,0.0,0.5,1.0,0
5989,23,71,1,1,1,1,0,25,1,19,1,86,41,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Kinesthetic,0.2750000000000001,0.72,0.0166666666666667,0.5,0.5,1.0,0
5990,23,71,1,1,1,1,0,26,1,17,1,63,70,1,1,1,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Merit,Kinesthetic,0.2750000000000001,0.26,0.5000000000000001,0.5,0.5,1.0,0
5991,26,68,2,1,1,1,1,24,1,12,1,59,93,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Distinction,Kinesthetic,0.2000000000000001,0.1799999999999999,0.8833333333333334,0.5,0.5,1.0,0
5992,26,68,2,1,1,1,1,26,0,10,1,81,65,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Medium,Pass,Auditory,0.2000000000000001,0.6200000000000001,0.4166666666666666,0.5,1.0,1.0,2
5993,26,68,2,1,1,1,1,20,3,17,1,84,77,0,2,1,Male,Yes,Yes,No,Yes,Low,Medium,Medium,Merit,Visual,0.2000000000000001,0.6799999999999999,0.6166666666666666,0.5,1.0,1.0,2
5994,26,68,2,0,2,1,1,24,1,12,1,59,93,1,1,0,Male,Yes,No,Yes,Yes,Medium,Low,Medium,Distinction,Kinesthetic,0.2000000000000001,0.1799999999999999,0.8833333333333334,1.0,0.5,1.0,0
5995,26,68,2,0,2,1,1,26,0,10,1,81,65,0,2,2,Male,Yes,No,No,Yes,Medium,Medium,Medium,Pass,Auditory,0.2000000000000001,0.6200000000000001,0.4166666666666666,1.0,1.0,1.0,2
5996,26,68,2,0,2,1,1,20,3,17,1,84,77,0,2,1,Male,Yes,No,No,Yes,Medium,Medium,Medium,Merit,Visual,0.2000000000000001,0.6799999999999999,0.6166666666666666,1.0,1.0,1.0,2
5997,26,68,1,0,1,1,1,24,1,12,1,59,93,1,1,0,Male,Yes,No,Yes,Yes,Low,Low,Low,Distinction,Kinesthetic,0.2000000000000001,0.1799999999999999,0.8833333333333334,0.5,0.5,1.0,0
5998,26,68,1,0,1,1,1,26,0,10,1,81,65,0,2,2,Male,Yes,No,No,Yes,Low,Medium,Low,Pass,Auditory,0.2000000000000001,0.6200000000000001,0.4166666666666666,0.5,1.0,1.0,2
5999,26,68,1,0,1,1,1,20,3,17,1,84,77,0,2,1,Male,Yes,No,No,Yes,Low,Medium,Low,Merit,Visual,0.2000000000000001,0.6799999999999999,0.6166666666666666,0.5,1.0,1.0,2
6000,26,68,0,1,1,1,1,24,1,12,1,59,93,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,High,Distinction,Kinesthetic,0.2000000000000001,0.1799999999999999,0.8833333333333334,0.5,0.5,1.0,0
6001,26,68,0,1,1,1,1,26,0,10,1,81,65,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,High,Pass,Auditory,0.2000000000000001,0.6200000000000001,0.4166666666666666,0.5,1.0,1.0,2
6002,26,68,0,1,1,1,1,20,3,17,1,84,77,0,2,1,Male,Yes,Yes,No,Yes,Low,Medium,High,Merit,Visual,0.2000000000000001,0.6799999999999999,0.6166666666666666,0.5,1.0,1.0,2
6003,25,69,1,1,1,1,1,19,3,14,1,88,43,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,0.2250000000000001,0.76,0.05,0.5,1.0,1.0,2
6004,25,69,1,1,1,1,1,26,3,8,0,62,61,0,1,2,Male,Yes,Yes,No,No,Low,Low,Low,Pass,Visual,0.2250000000000001,0.24,0.35,0.5,0.5,0.0,1
6005,25,69,1,1,1,1,1,19,3,1,0,63,71,1,0,1,Male,Yes,Yes,Yes,No,Low,High,Low,Merit,Visual,0.2250000000000001,0.26,0.5166666666666667,0.5,0.0,0.0,1
6006,25,69,0,1,2,1,1,19,3,14,1,88,43,1,2,3,Male,Yes,Yes,Yes,Yes,Medium,Medium,High,Fail,Visual,0.2250000000000001,0.76,0.05,1.0,1.0,1.0,2
6007,25,69,0,1,2,1,1,26,3,8,0,62,61,0,1,2,Male,Yes,Yes,No,No,Medium,Low,High,Pass,Visual,0.2250000000000001,0.24,0.35,1.0,0.5,0.0,1
6008,25,69,0,1,2,1,1,19,3,1,0,63,71,1,0,1,Male,Yes,Yes,Yes,No,Medium,High,High,Merit,Visual,0.2250000000000001,0.26,0.5166666666666667,1.0,0.0,0.0,1
6009,25,69,0,1,1,1,1,19,3,14,1,88,43,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,High,Fail,Visual,0.2250000000000001,0.76,0.05,0.5,1.0,1.0,2
6010,25,69,0,1,1,1,1,26,3,8,0,62,61,0,1,2,Male,Yes,Yes,No,No,Low,Low,High,Pass,Visual,0.2250000000000001,0.24,0.35,0.5,0.5,0.0,1
6011,25,69,0,1,1,1,1,19,3,1,0,63,71,1,0,1,Male,Yes,Yes,Yes,No,Low,High,High,Merit,Visual,0.2250000000000001,0.26,0.5166666666666667,0.5,0.0,0.0,1
6012,25,69,1,1,1,1,1,19,3,14,1,88,43,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,0.2250000000000001,0.76,0.05,0.5,1.0,1.0,2
6013,25,69,1,1,1,1,1,26,3,8,0,62,61,0,1,2,Male,Yes,Yes,No,No,Low,Low,Low,Pass,Visual,0.2250000000000001,0.24,0.35,0.5,0.5,0.0,1
6014,25,69,1,1,1,1,1,19,3,1,0,63,71,1,0,1,Male,Yes,Yes,Yes,No,Low,High,Low,Merit,Visual,0.2250000000000001,0.26,0.5166666666666667,0.5,0.0,0.0,1
6015,25,69,1,0,1,0,1,19,3,14,1,88,43,1,2,3,Male,No,No,Yes,Yes,Low,Medium,Low,Fail,Visual,0.2250000000000001,0.76,0.05,0.5,1.0,1.0,2
6016,25,69,1,0,1,0,1,26,3,8,0,62,61,0,1,2,Male,No,No,No,No,Low,Low,Low,Pass,Visual,0.2250000000000001,0.24,0.35,0.5,0.5,0.0,1
6017,25,69,1,0,1,0,1,19,3,1,0,63,71,1,0,1,Male,No,No,Yes,No,Low,High,Low,Merit,Visual,0.2250000000000001,0.26,0.5166666666666667,0.5,0.0,0.0,1
6018,23,92,1,0,1,1,0,20,1,18,1,82,81,0,2,1,Female,Yes,No,No,Yes,Low,Medium,Low,Merit,Kinesthetic,0.8000000000000003,0.6400000000000001,0.6833333333333335,0.5,1.0,1.0,2
6019,23,92,1,0,1,1,0,22,2,16,1,92,58,1,1,2,Female,Yes,No,Yes,Yes,Low,Low,Low,Pass,ReadWrite,0.8000000000000003,0.8400000000000001,0.3,0.5,0.5,1.0,0
6020,23,92,1,0,1,1,0,25,1,14,1,70,82,1,0,1,Female,Yes,No,Yes,Yes,Low,High,Low,Merit,Kinesthetic,0.8000000000000003,0.4000000000000001,0.7000000000000001,0.5,0.0,1.0,0
6021,23,92,2,0,2,1,0,20,1,18,1,82,81,0,2,1,Female,Yes,No,No,Yes,Medium,Medium,Medium,Merit,Kinesthetic,0.8000000000000003,0.6400000000000001,0.6833333333333335,1.0,1.0,1.0,2
6022,23,92,2,0,2,1,0,22,2,16,1,92,58,1,1,2,Female,Yes,No,Yes,Yes,Medium,Low,Medium,Pass,ReadWrite,0.8000000000000003,0.8400000000000001,0.3,1.0,0.5,1.0,0
6023,23,92,2,0,2,1,0,25,1,14,1,70,82,1,0,1,Female,Yes,No,Yes,Yes,Medium,High,Medium,Merit,Kinesthetic,0.8000000000000003,0.4000000000000001,0.7000000000000001,1.0,0.0,1.0,0
