persona_id,zenodo_row_idx,kaggle_row_idx,bridge_distance,zenodo_cluster_id,kaggle_cluster_id,persona_archetype_label,age,gender,learning_style,internet_access,extracurricular,uses_edutech,resources_availability,study_hours_per_week,online_courses_enrolled,attendance_pct,assignment_completion_pct,exam_score_harmonized,final_grade,risk_level,avg_response_time_hours,assignment_score,login_frequency,video_watch_time_min,discussion_posts,peer_interaction_count,task_completion_rate,engagement_level,motivation_level,motivation_index,stress_level_label,stress_score,anxiety_score,resilience_score,post_intervention_mood,dominant_emotion,intervention_type
P0596,2246,595,0.260609,0,2,Flourishing Achiever,21,Female,Auditory,Yes,Yes,No,Medium,24,15,58.71,13.22,62.93,Pass,low,15.174687212145328,95.19765325949449,13,56.19335912041349,16,47,0.401,1,Medium,5.0,Low,2.0,2.0,1.0,2.0,Normal,CBT_Session
P0597,1281,596,0.253348,0,1,Disengaged Drifter,21,Male,ReadWrite,Yes,No,No,High,21,18,88.17,10.79,64.7,Pass,medium,2.031792825437491,66.03313773682162,19,185.43663758025684,4,29,0.381,4,High,1.0,Low,4.0,3.0,3.0,3.0,Surprised,CBT_Session
P0598,1527,597,0.358114,2,1,Disengaged Drifter,28,Male,Auditory,Yes,Yes,Yes,Low,15,10,45.32,2.36,80.95,Merit,medium,15.31858078063248,77.61690067277515,49,102.25235054925466,15,39,0.3191,1,High,2.0,Medium,4.0,2.0,1.0,2.0,Scared,CBT_Session
P0599,12724,598,0.260088,2,1,Crisis Learner,22,Female,Visual,No,No,Yes,Medium,32,11,7.67,51.24,42.02,Fail,high,8.10510762540662,52.52537354161411,36,261.26721358301717,6,10,0.6665,2,Low,2.0,Medium,5.0,5.0,2.0,5.0,Happy,Peer_Support
P0600,3251,599,0.251216,2,0,Steady Performer,18,Male,Kinesthetic,Yes,Yes,Yes,Medium,7,20,55.54,20.93,75.36,Merit,medium,9.480678575829456,52.19405441843718,12,298.06771183400224,8,20,0.4528,4,Low,3.0,Medium,4.0,3.0,2.0,2.0,Scared,CBT_Session
P0601,3558,600,0.359742,0,1,Crisis Learner,20,Male,Auditory,Yes,No,Yes,Low,12,8,32.85,96.59,85.23,Merit,high,18.703822620828245,86.01866063661015,41,228.204051158516,2,20,0.9926,4,Low,2.0,Low,4.0,5.0,4.0,3.0,Bored,Mindfulness
P0602,12536,601,0.35568,2,0,Resilient Climber,21,Female,Visual,Yes,Yes,No,Medium,13,0,13.99,56.79,90.42,Distinction,medium,19.651509431470043,72.22399889888955,19,36.23969163324472,14,17,0.7021,5,Low,4.0,Medium,4.0,1.0,3.0,5.0,Surprised,Gamified_Task
P0603,1167,602,0.353586,0,0,Resilient Climber,29,Female,Kinesthetic,Yes,Yes,Yes,Low,17,9,84.97,13.9,50.13,Fail,medium,10.208202417316103,62.814618768460875,12,93.71882270388504,15,28,0.3965,4,Low,4.0,Low,4.0,3.0,3.0,4.0,Happy,Gamified_Task
P0604,12080,603,0.106767,0,4,Disengaged Drifter,29,Female,Auditory,Yes,Yes,Yes,High,21,11,47.34,67.52,93.0,Distinction,medium,22.78451752814616,59.52067480124551,9,41.64179321206742,17,23,0.7821,4,High,1.0,Low,3.0,2.0,3.0,2.0,Bored,Gamified_Task
P0605,12786,604,0.093739,0,4,Steady Performer,18,Female,Visual,Yes,Yes,No,Medium,19,2,90.44,86.99,80.74,Merit,medium,10.348642512897662,83.49767454296091,7,198.6483778595976,13,9,0.9284,1,Low,3.0,Low,3.0,1.0,3.0,4.0,Surprised,Gamified_Task
P0606,3992,605,0.355924,0,4,Disengaged Drifter,18,Male,Auditory,Yes,No,No,High,31,7,81.57,76.35,93.54,Distinction,medium,18.75222881029253,50.02007720126699,28,231.9053507211775,2,44,0.8216,4,High,2.0,Low,2.0,4.0,4.0,2.0,Surprised,Mindfulness
P0607,12369,606,0.255492,2,1,Disengaged Drifter,22,Male,ReadWrite,No,No,No,High,9,7,68.41,6.82,70.6,Merit,medium,12.129177084977956,90.2945584598427,14,278.44570095540644,11,16,0.3535,3,High,1.0,Medium,4.0,2.0,1.0,1.0,Scared,Gamified_Task
P0608,7977,607,0.085082,2,0,Overwhelmed Striver,21,Male,Visual,No,Yes,Yes,Low,13,20,1.49,93.9,72.31,Merit,high,21.643243510007935,53.96248030649644,31,137.06998045947643,8,17,0.9271,5,Medium,5.0,Medium,5.0,5.0,4.0,1.0,Surprised,Mindfulness
P0609,9922,608,0.05055,0,2,Flourishing Achiever,19,Female,Kinesthetic,Yes,Yes,Yes,High,16,7,43.89,80.79,94.15,Distinction,low,21.87850860395411,59.57448074540597,19,271.3989383806489,6,41,0.8558,5,Medium,5.0,High,1.0,2.0,1.0,3.0,Surprised,Mindfulness
P0610,6000,609,0.354739,0,4,Disengaged Drifter,24,Male,Kinesthetic,Yes,Yes,Yes,High,26,12,19.87,16.93,93.58,Distinction,medium,3.0105865810349286,69.31181976495448,47,264.58843612198496,8,47,0.4108,4,Low,2.0,Low,2.0,4.0,5.0,1.0,Sad,Gamified_Task
P0611,1071,610,0.252487,0,4,Routine Complier,18,Female,Visual,Yes,Yes,Yes,Medium,27,11,91.81,6.59,66.48,Pass,low,22.53934662013519,74.24293698580519,16,101.9867578619656,12,19,0.3363,1,Low,2.0,High,1.0,2.0,5.0,5.0,Surprised,Gamified_Task
P0612,13859,611,0.255835,0,4,Routine Complier,20,Male,Kinesthetic,Yes,No,Yes,Low,33,1,16.22,57.93,55.76,Pass,low,19.98730135496956,67.7497557906971,5,261.9811814067656,17,36,0.6901,5,Low,2.0,High,1.0,1.0,1.0,5.0,Scared,Gamified_Task
P0613,4442,612,0.357282,2,0,Resilient Climber,22,Female,Kinesthetic,No,No,Yes,Low,22,1,28.05,16.81,62.33,Pass,medium,19.20014642919134,66.03560824921469,35,118.94495304570069,4,44,0.4092,5,Low,4.0,Medium,4.0,2.0,4.0,2.0,Sad,Mindfulness
P0614,11590,613,0.258548,2,1,Disengaged Drifter,25,Male,Visual,Yes,No,Yes,Low,12,12,52.1,84.83,65.17,Pass,medium,5.6209608127670165,98.19580060365942,12,96.09208962248142,12,17,0.8842,3,High,2.0,Medium,5.0,3.0,2.0,4.0,Sad,Peer_Support
P0615,13921,614,0.116321,0,2,Resilient Climber,21,Female,ReadWrite,Yes,Yes,Yes,Medium,31,5,29.42,32.95,59.63,Pass,medium,19.517741801357293,82.07898406216971,25,198.231651050374,3,16,0.5508,4,Medium,5.0,High,1.0,4.0,4.0,5.0,Happy,Mindfulness
P0616,12862,615,0.253595,0,4,Routine Complier,25,Female,Kinesthetic,Yes,Yes,Yes,Low,11,5,19.24,90.75,55.58,Pass,low,20.553052897755848,51.17164776836941,21,105.2305560866735,1,8,0.939,5,High,2.0,High,1.0,2.0,2.0,2.0,Bored,Peer_Support
P0617,3284,616,0.254129,0,4,Steady Performer,23,Female,ReadWrite,Yes,No,Yes,High,27,9,58.71,57.35,92.91,Distinction,medium,7.650457692445472,71.50879542221566,36,192.76053701545183,15,13,0.696,5,Low,3.0,Low,2.0,4.0,4.0,4.0,Sad,Gamified_Task
P0618,2141,617,0.091016,2,0,Resilient Climber,23,Female,Auditory,Yes,No,No,Medium,10,1,9.44,21.15,42.1,Fail,medium,22.901981802333445,93.7504349871985,23,186.85122359462144,8,48,0.4279,5,Medium,5.0,Medium,5.0,1.0,3.0,1.0,Normal,Mindfulness
P0619,13582,618,0.029454,2,0,Steady Performer,27,Female,Auditory,Yes,No,No,Low,7,16,6.65,14.99,80.39,Merit,medium,2.146783367180778,65.0728093205334,16,173.39728893105303,8,28,0.3977,5,Low,3.0,Medium,5.0,3.0,3.0,2.0,Sad,Gamified_Task
P0620,9319,619,0.103152,0,2,Resilient Climber,23,Male,Visual,Yes,No,No,Medium,14,18,36.11,55.89,53.2,Pass,medium,4.447912824684212,54.72781723871941,39,120.32171422751134,5,30,0.7035,1,Medium,5.0,High,1.0,5.0,5.0,4.0,Normal,Peer_Support
P0621,11008,620,0.078204,2,1,Disengaged Drifter,21,Male,Visual,Yes,Yes,No,Low,31,0,74.8,79.18,60.87,Pass,medium,13.364366175184829,87.9192385794959,45,169.06491927892827,10,3,0.8333,2,High,1.0,Medium,5.0,2.0,5.0,3.0,Happy,Peer_Support
P0622,6824,621,0.250121,1,3,Flourishing Achiever,26,Male,Kinesthetic,Yes,No,Yes,Low,22,4,55.25,78.17,43.85,Fail,low,14.243226835813124,80.30069159680406,42,182.98078774577223,0,17,0.8471,3,Medium,5.0,High,2.0,1.0,1.0,3.0,Normal,Mindfulness
P0623,9834,622,0.253427,0,2,Resilient Climber,23,Male,Visual,Yes,Yes,Yes,Low,27,5,43.65,28.81,55.62,Pass,medium,15.838451915920778,78.51562539132519,39,168.24919766368728,3,19,0.493,1,Medium,5.0,Low,2.0,4.0,2.0,5.0,Happy,Mindfulness
P0624,12086,623,0.259978,0,4,Steady Performer,25,Male,Visual,No,Yes,Yes,Low,7,8,58.3,23.23,87.12,Distinction,medium,1.3902899742557286,52.6788279803704,14,138.88164129784843,12,46,0.443,3,Low,3.0,Low,2.0,4.0,3.0,4.0,Happy,Mindfulness
P0625,7437,624,0.256555,0,0,Steady Performer,19,Male,Visual,Yes,Yes,Yes,High,21,9,37.02,0.83,91.63,Distinction,medium,23.088435816309,57.02495048977587,31,14.253446543416503,12,42,0.3117,5,Low,3.0,Low,4.0,1.0,4.0,3.0,Happy,Mindfulness
P0626,5694,625,0.076197,0,2,Flourishing Achiever,20,Female,Auditory,No,Yes,Yes,Low,21,18,91.83,65.04,54.16,Pass,low,2.025526132885312,81.1274698106557,5,180.24789523333376,12,43,0.7754,3,Medium,5.0,High,1.0,2.0,1.0,5.0,Normal,CBT_Session
P0627,10833,626,0.078638,2,0,Overwhelmed Striver,22,Male,Visual,Yes,Yes,No,Low,34,2,8.99,7.83,68.95,Merit,high,4.2904249126382545,60.39119207294179,35,58.848871691388695,1,8,0.3536,4,Medium,5.0,Medium,5.0,5.0,4.0,2.0,Normal,CBT_Session
P0628,1524,627,0.355012,0,2,Flourishing Achiever,21,Male,Visual,Yes,No,Yes,Low,27,15,66.18,42.08,67.65,Pass,low,1.3223339030993104,75.20350398742121,23,196.347030994685,8,12,0.5945,4,Low,4.0,Low,2.0,2.0,3.0,2.0,Happy,Gamified_Task
P0629,13996,628,0.078046,0,4,Disengaged Drifter,26,Female,ReadWrite,Yes,Yes,No,High,33,6,88.33,57.15,91.29,Distinction,medium,14.03774396576418,77.24408430146967,29,230.2098550976311,7,14,0.7212,2,High,1.0,High,1.0,3.0,3.0,4.0,Happy,Peer_Support
P0630,8748,629,0.055604,0,4,Routine Complier,24,Female,Kinesthetic,Yes,No,Yes,Low,26,8,81.46,93.97,87.45,Distinction,low,22.44213833018236,64.17535951354697,43,155.12913964791505,6,26,0.956,2,High,1.0,High,1.0,2.0,3.0,4.0,Bored,Peer_Support
P0631,7884,630,0.359873,2,1,Disengaged Drifter,27,Male,Kinesthetic,No,Yes,Yes,High,22,3,15.45,31.62,69.94,Pass,medium,16.316784819850675,97.42125777707464,11,167.2854628441241,3,14,0.5183,3,High,2.0,Medium,4.0,3.0,3.0,4.0,Happy,Gamified_Task
P0632,2262,631,0.023864,2,0,Overwhelmed Striver,24,Male,ReadWrite,Yes,No,Yes,Low,8,8,28.55,25.51,80.18,Merit,high,19.921121775049823,92.12320534177876,18,285.92878230313744,17,27,0.4748,1,Medium,5.0,Medium,5.0,4.0,4.0,4.0,Surprised,Gamified_Task
P0633,10292,632,0.083255,2,0,Resilient Climber,21,Female,Auditory,Yes,No,Yes,High,27,20,70.87,68.78,89.5,Distinction,medium,1.305467679547342,86.11867538163992,47,255.6785347980465,2,36,0.7579,1,Medium,5.0,Medium,5.0,3.0,1.0,3.0,Bored,Gamified_Task
P0634,8867,633,0.266916,0,2,Resilient Climber,29,Male,Visual,No,No,No,Low,23,14,10.45,58.03,41.29,Fail,medium,13.4663518650337,53.899693320470455,12,275.1285896259263,5,18,0.7335,5,Medium,5.0,Low,2.0,5.0,3.0,3.0,Bored,CBT_Session
P0635,12388,634,0.279825,0,2,Flourishing Achiever,23,Female,Auditory,Yes,Yes,No,Low,16,3,80.61,31.64,60.62,Pass,low,11.569948482627003,55.30650096545097,9,245.99222361268005,11,25,0.5325,1,Medium,5.0,Low,2.0,1.0,5.0,5.0,Bored,Gamified_Task
P0636,10934,635,0.117602,0,4,Disengaged Drifter,27,Male,Kinesthetic,Yes,No,Yes,Low,19,15,67.21,96.52,94.3,Distinction,medium,12.47626271707824,74.63906729324779,10,41.58631913555212,11,25,0.9497,2,High,1.0,High,1.0,3.0,1.0,3.0,Surprised,Peer_Support
P0637,12337,636,0.06048,2,0,Steady Performer,29,Female,Kinesthetic,Yes,Yes,Yes,Medium,15,15,71.5,86.34,85.78,Distinction,medium,2.660903262709323,58.03566745954929,44,53.20763823135646,7,24,0.8914,1,Low,3.0,Medium,5.0,2.0,5.0,2.0,Bored,Gamified_Task
P0638,8581,637,0.259048,1,3,Resilient Climber,25,Male,Kinesthetic,Yes,Yes,No,Low,23,9,10.0,25.22,73.83,Merit,medium,16.74201330459407,98.9132731764737,17,162.72090120799828,0,25,0.4568,5,Medium,4.0,Medium,5.0,3.0,4.0,5.0,Bored,Mindfulness
P0639,2508,638,0.256758,0,4,Steady Performer,23,Female,Auditory,Yes,No,No,Medium,21,10,70.9,22.98,73.44,Merit,medium,12.574069541748592,57.92601170137047,38,81.3602010514195,3,25,0.4674,4,Low,3.0,High,2.0,4.0,3.0,3.0,Normal,Peer_Support
P0640,8883,639,0.030811,0,4,Steady Performer,21,Female,Kinesthetic,Yes,No,Yes,Low,19,10,66.5,51.67,60.96,Pass,medium,18.598423546809073,74.3733917731987,7,148.24168776193616,10,45,0.6586,1,Low,3.0,Low,3.0,3.0,1.0,4.0,Scared,Peer_Support
P0641,9499,640,0.072312,0,4,Disengaged Drifter,21,Male,Visual,Yes,Yes,Yes,Low,23,14,86.56,77.77,70.66,Merit,medium,12.161684583419452,68.20605284207527,46,124.36594390732157,2,27,0.8415,1,High,1.0,High,1.0,5.0,3.0,3.0,Normal,Peer_Support
P0642,6309,641,0.251156,2,0,Resilient Climber,18,Male,Visual,Yes,No,Yes,Medium,22,7,3.32,5.2,79.22,Merit,medium,4.4357776332079375,81.9693210727049,13,169.33012914483146,12,48,0.3308,2,Medium,4.0,Medium,5.0,3.0,3.0,1.0,Happy,CBT_Session
P0643,3075,642,0.257762,2,0,Overwhelmed Striver,22,Male,ReadWrite,Yes,No,No,High,19,16,3.64,66.75,65.59,Pass,high,15.909909943789906,56.451820444471245,40,226.59395767938855,16,17,0.7853,3,Medium,5.0,Medium,4.0,5.0,1.0,5.0,Happy,CBT_Session
P0644,12978,643,0.260804,2,1,Disengaged Drifter,20,Female,Kinesthetic,Yes,No,No,Low,19,12,39.9,67.49,83.49,Merit,medium,4.964886328418823,71.51582140211954,42,217.4923630587896,9,31,0.7538,4,High,1.0,Medium,4.0,2.0,3.0,3.0,Sad,Peer_Support
P0645,5533,644,0.012297,0,4,Disengaged Drifter,21,Female,Visual,Yes,Yes,Yes,Low,21,18,14.93,22.59,91.91,Distinction,medium,21.065074957160743,63.735251640357184,9,161.15789842074696,11,2,0.462,3,High,1.0,Low,3.0,4.0,3.0,3.0,Scared,Mindfulness
P0646,13561,645,0.358418,0,2,Flourishing Achiever,19,Male,ReadWrite,Yes,Yes,Yes,Low,26,0,55.43,70.15,50.65,Fail,low,15.101673498592554,94.3875762335844,27,248.49409145694685,14,1,0.7769,5,Low,4.0,Low,2.0,1.0,2.0,2.0,Surprised,Peer_Support
P0647,12525,646,0.36272,0,4,Routine Complier,24,Female,Visual,Yes,No,Yes,High,31,7,90.89,96.12,65.09,Pass,low,4.615689321809947,52.02928560673475,2,134.95000654602967,9,32,0.9581,5,High,2.0,Low,2.0,2.0,2.0,4.0,Normal,CBT_Session
P0648,2433,647,0.251969,0,4,Routine Complier,28,Female,Auditory,Yes,Yes,No,Low,18,20,38.33,4.34,63.78,Pass,low,23.133775322067756,95.68637470032296,5,270.04714405363546,13,41,0.3328,3,High,1.0,Low,2.0,2.0,1.0,4.0,Happy,Mindfulness
P0649,13579,648,0.267381,2,0,Steady Performer,26,Male,Visual,Yes,No,No,High,34,10,81.02,33.01,83.19,Distinction,medium,12.922405656712376,91.64970692765002,29,30.671278315997533,12,18,0.5238,2,Low,3.0,Medium,4.0,1.0,1.0,2.0,Surprised,Peer_Support
P0650,13999,649,0.254953,0,2,Steady Performer,23,Female,Visual,Yes,Yes,Yes,High,30,12,2.5,43.96,55.02,Pass,medium,2.676664393048065,64.87853582204077,37,286.85140870965915,4,16,0.6067,2,Low,3.0,Low,2.0,3.0,3.0,2.0,Bored,CBT_Session
P0651,12741,650,0.267605,2,0,Resilient Climber,24,Male,Visual,Yes,Yes,No,Medium,12,19,14.67,87.07,76.76,Merit,medium,15.417156801546549,89.46453273385524,38,199.86099361509096,5,43,0.9295,2,Medium,5.0,Medium,4.0,3.0,5.0,1.0,Surprised,Mindfulness
P0652,3838,651,0.15082,0,1,Disengaged Drifter,20,Female,Auditory,Yes,Yes,No,Medium,14,15,7.76,91.23,94.4,Distinction,medium,6.823574861294635,51.56067801693738,19,120.22160759178954,1,32,0.9736,4,High,1.0,Low,3.0,3.0,1.0,5.0,Normal,Gamified_Task
P0653,2889,652,0.103849,0,2,Resilient Climber,19,Male,Visual,Yes,No,Yes,Low,16,2,36.41,48.25,65.08,Pass,medium,19.484949393177956,98.34327751466968,8,67.17469670613443,16,11,0.6109,5,Medium,5.0,High,1.0,4.0,3.0,4.0,Scared,Gamified_Task
P0654,1865,653,0.037246,2,1,Disengaged Drifter,24,Male,Visual,Yes,No,Yes,High,21,11,89.18,75.59,94.41,Distinction,medium,19.809907692022385,76.32974712948946,48,148.96313653864397,3,48,0.825,5,High,1.0,Medium,5.0,2.0,5.0,2.0,Sad,Peer_Support
P0655,8859,654,0.261385,0,0,Resilient Climber,20,Male,Auditory,Yes,Yes,Yes,Low,23,12,11.09,51.64,97.88,Distinction,medium,23.515789184657223,65.16405130327226,45,66.42191372373728,13,2,0.6722,5,Low,4.0,Low,3.0,5.0,2.0,2.0,Normal,Gamified_Task
P0656,4135,655,0.25727,2,1,Disengaged Drifter,25,Male,Auditory,Yes,Yes,Yes,Medium,21,8,57.83,54.95,46.19,Fail,medium,12.542999213563585,68.12916062973386,1,58.23616624551122,9,42,0.6764,4,High,1.0,Medium,4.0,1.0,1.0,5.0,Scared,CBT_Session
P0657,9843,656,0.251445,0,4,Disengaged Drifter,23,Male,Visual,Yes,Yes,Yes,Low,27,5,45.08,28.93,54.51,Pass,medium,11.464008233737951,53.320267673024865,22,189.03200964976253,2,48,0.4947,5,High,2.0,Low,3.0,2.0,3.0,2.0,Happy,Mindfulness
P0658,10948,657,0.082344,2,0,Steady Performer,21,Male,Kinesthetic,Yes,No,Yes,High,18,5,91.95,24.87,96.1,Distinction,medium,18.329938925269055,99.46747570210196,17,161.69457012871754,2,25,0.4519,3,Low,3.0,Medium,5.0,3.0,2.0,1.0,Happy,Peer_Support
P0659,9540,658,0.256517,0,2,Flourishing Achiever,26,Female,Visual,Yes,Yes,No,Low,36,18,11.12,27.43,96.34,Distinction,low,4.04682509586431,51.96459725753462,7,204.32785003717308,14,34,0.5016,1,Low,4.0,High,1.0,1.0,4.0,5.0,Surprised,Mindfulness
P0660,8084,659,0.085167,2,1,Steady Performer,23,Male,Visual,Yes,Yes,Yes,High,33,2,20.6,56.88,43.44,Fail,high,13.579056817241856,82.74535615739296,25,279.5857044523769,5,7,0.6894,4,Low,3.0,Medium,5.0,5.0,2.0,1.0,Normal,Mindfulness
P0661,2605,660,0.256825,2,0,Resilient Climber,29,Female,Visual,Yes,No,Yes,High,19,1,1.47,5.45,40.95,Fail,medium,13.563694803009572,72.13679638532292,45,164.35546186832164,16,35,0.3204,1,Medium,5.0,Medium,4.0,2.0,3.0,3.0,Happy,Mindfulness
P0662,586,661,0.250787,2,0,Resilient Climber,24,Male,Visual,Yes,Yes,No,Low,13,2,44.2,91.47,49.85,Fail,medium,3.057881824638906,97.44581090943576,4,178.47029544621134,11,6,0.9351,3,Low,4.0,Medium,5.0,2.0,5.0,4.0,Bored,CBT_Session
P0663,309,662,0.25101,0,4,Disengaged Drifter,28,Female,Kinesthetic,Yes,Yes,No,Low,12,15,28.89,15.82,99.97,Distinction,medium,10.613633966659012,62.29998701533976,36,35.991638354933215,19,45,0.4094,2,Low,2.0,Low,3.0,4.0,4.0,2.0,Bored,Peer_Support
P0664,6981,663,0.253166,0,4,Steady Performer,19,Female,Auditory,Yes,Yes,Yes,Medium,18,9,87.27,24.02,50.91,Fail,low,20.625550367045644,76.60434119690056,6,218.11437791350255,10,45,0.4541,2,Low,3.0,High,2.0,2.0,4.0,5.0,Sad,Gamified_Task
P0665,10524,664,0.071528,0,4,Disengaged Drifter,19,Female,Auditory,Yes,No,Yes,Low,19,1,57.76,53.97,69.62,Pass,medium,20.691533305877183,74.11781042913765,31,125.97250997320528,3,35,0.6628,2,High,1.0,Low,3.0,2.0,4.0,1.0,Surprised,Mindfulness
P0666,4482,665,0.252811,0,1,Disengaged Drifter,25,Male,Auditory,Yes,Yes,Yes,High,8,9,63.22,70.59,91.03,Distinction,medium,3.282466293152663,85.14332220250506,19,293.2503192121479,5,15,0.7971,4,High,1.0,Low,4.0,5.0,1.0,4.0,Happy,Mindfulness
P0667,7577,666,0.174877,1,3,Disengaged Drifter,19,Male,Visual,Yes,Yes,No,Low,19,18,45.35,11.79,43.11,Fail,medium,3.0865803032001096,53.400511597621026,44,248.72046452274148,0,23,0.367,2,High,1.0,High,1.0,5.0,3.0,4.0,Sad,Mindfulness
P0668,3719,667,0.255147,2,0,Resilient Climber,18,Female,ReadWrite,No,Yes,Yes,Low,13,6,7.08,30.92,75.69,Merit,medium,7.0419959710445115,59.68945650116774,39,161.5195017496743,19,0,0.5224,4,Low,4.0,Medium,5.0,1.0,4.0,2.0,Bored,CBT_Session
P0669,12409,668,0.266059,0,4,Disengaged Drifter,29,Female,ReadWrite,Yes,Yes,Yes,High,27,6,41.01,94.55,55.83,Pass,medium,21.11961943874185,60.72824100464249,27,45.73456970992815,15,48,0.9781,4,High,2.0,High,1.0,3.0,2.0,4.0,Sad,Gamified_Task
P0670,7190,669,0.356573,2,1,Disengaged Drifter,27,Female,ReadWrite,Yes,Yes,Yes,High,20,4,98.75,25.14,90.95,Distinction,medium,3.964759456690475,86.90753774208449,10,259.23058005137085,14,24,0.4836,1,High,2.0,Medium,4.0,5.0,5.0,2.0,Sad,Mindfulness
P0671,4194,670,0.251216,2,1,Disengaged Drifter,23,Male,ReadWrite,Yes,Yes,No,Low,20,14,83.03,30.68,56.53,Pass,medium,17.559926460431264,59.45693481633701,26,241.9365176729663,16,9,0.5191,2,High,2.0,Medium,5.0,1.0,3.0,3.0,Happy,CBT_Session
P0672,12786,671,0.021996,0,4,Steady Performer,18,Female,Visual,Yes,Yes,No,Medium,19,2,88.44,83.92,81.66,Merit,medium,3.3268092511013743,78.67458819454883,19,63.529687565739565,7,15,0.8855,5,Low,3.0,Low,3.0,2.0,2.0,2.0,Happy,CBT_Session
P0673,5163,672,0.250381,0,0,Resilient Climber,25,Female,Kinesthetic,Yes,Yes,Yes,Low,17,1,82.43,5.51,80.29,Merit,medium,15.332170636199985,60.76219102504768,39,95.63070387388991,11,15,0.3352,2,Low,4.0,Low,3.0,1.0,1.0,1.0,Happy,Mindfulness
P0674,10960,673,0.25129,0,1,Disengaged Drifter,23,Male,ReadWrite,Yes,Yes,Yes,Low,17,17,11.39,46.28,53.66,Fail,medium,9.189547879740331,93.08124750419891,3,240.08810486287285,9,7,0.6252,2,High,1.0,Low,4.0,1.0,4.0,4.0,Surprised,Mindfulness
P0675,6352,674,0.055676,2,1,Steady Performer,27,Male,Auditory,No,Yes,Yes,Low,17,1,21.37,38.02,43.55,Fail,medium,19.14502114821494,97.10927272448193,45,63.7162494987488,14,28,0.5657,2,Low,3.0,Medium,5.0,1.0,2.0,4.0,Sad,CBT_Session
P0676,8315,675,0.270662,0,1,Disengaged Drifter,26,Male,Kinesthetic,Yes,No,Yes,Medium,18,3,2.64,32.86,67.31,Merit,medium,6.374880322983363,75.92464874711203,13,276.14822185969945,8,38,0.5216,5,High,2.0,Low,3.0,1.0,3.0,4.0,Sad,CBT_Session
P0677,13568,676,0.255448,2,1,Crisis Learner,18,Female,Kinesthetic,Yes,No,Yes,Low,29,14,30.17,30.31,56.2,Pass,high,15.701642075969076,67.61544421045892,28,133.11295330694497,1,27,0.5,5,High,1.0,Medium,4.0,5.0,2.0,2.0,Surprised,Mindfulness
P0678,7651,677,0.358474,0,0,Resilient Climber,28,Male,Auditory,Yes,No,Yes,Low,26,12,10.42,6.57,87.84,Distinction,medium,6.420698295245354,61.702888750874955,20,35.24129915042101,4,5,0.364,4,Medium,4.0,Low,4.0,3.0,1.0,5.0,Bored,CBT_Session
P0679,692,678,0.057713,0,2,Flourishing Achiever,25,Female,ReadWrite,Yes,Yes,Yes,High,18,2,49.9,30.77,87.58,Distinction,low,17.414186511579537,52.48905007615219,28,246.56710661624143,5,15,0.5204,5,Medium,5.0,High,1.0,1.0,5.0,2.0,Normal,CBT_Session
P0680,1519,679,0.253773,0,4,Disengaged Drifter,29,Male,Visual,Yes,Yes,Yes,Low,27,11,66.37,3.15,68.25,Pass,medium,21.094594794897223,63.42500380987477,8,118.3178080811324,6,19,0.3301,4,Low,2.0,Low,3.0,4.0,4.0,1.0,Bored,Mindfulness
P0681,9887,680,0.261448,1,3,Disengaged Drifter,18,Female,Auditory,Yes,Yes,Yes,Low,30,9,86.25,76.14,78.25,Merit,medium,3.916441379915481,82.7117889972659,41,162.68476630459648,0,15,0.8467,1,High,2.0,Medium,5.0,2.0,3.0,2.0,Surprised,Mindfulness
P0682,1991,681,0.262929,0,4,Disengaged Drifter,20,Male,Auditory,Yes,Yes,Yes,High,12,5,74.98,36.95,74.68,Merit,medium,20.93170083769658,76.68084656546054,39,42.56825987925356,6,6,0.5788,4,High,2.0,Low,3.0,2.0,4.0,4.0,Sad,Peer_Support
P0683,4389,682,0.251187,0,4,Disengaged Drifter,29,Male,Kinesthetic,Yes,Yes,Yes,Medium,22,11,93.2,45.24,89.39,Distinction,medium,14.652230851528852,97.20206391404636,1,10.749364305044892,19,40,0.6107,2,Low,2.0,Low,3.0,2.0,4.0,3.0,Sad,Gamified_Task
P0684,10591,683,0.09928,0,1,Disengaged Drifter,29,Male,Kinesthetic,Yes,No,Yes,Medium,13,10,10.18,89.79,66.29,Pass,medium,3.9235412899415514,69.81386312458503,3,195.01570968005632,11,13,0.9255,3,High,1.0,Low,3.0,2.0,4.0,1.0,Happy,Mindfulness
P0685,10456,684,0.356031,2,0,Resilient Climber,24,Female,Auditory,Yes,Yes,No,High,20,17,0.6,63.98,56.79,Pass,medium,10.833462673273376,84.69316711641973,13,159.40079939678216,15,42,0.7606,3,Low,4.0,Medium,4.0,2.0,2.0,3.0,Happy,Mindfulness
P0686,3740,685,0.253831,0,4,Steady Performer,27,Male,Auditory,Yes,No,Yes,Low,21,6,68.08,1.39,56.47,Pass,low,4.6997867501572514,74.46613737375607,28,182.12618504571267,15,25,0.3056,2,Low,3.0,Low,2.0,1.0,2.0,1.0,Sad,Mindfulness
P0687,8677,686,0.260665,0,4,Disengaged Drifter,26,Female,Visual,Yes,Yes,Yes,Low,14,5,26.97,94.27,74.13,Merit,medium,17.108001443931098,75.62881079621059,49,240.18571661034977,10,25,0.9602,4,High,1.0,High,2.0,3.0,5.0,1.0,Sad,Gamified_Task
