zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
7631,16,74,2,1,0,1,0,21,1,17,1,59,46,1,0,3,Female,Yes,Yes,Yes,Yes,High,High,Medium,Fail,Kinesthetic,0.3500000000000001,0.17999999999999994,0.09999999999999998,0.0,0.0,1.0
7632,16,74,0,1,1,1,0,18,0,15,1,72,93,0,1,0,Female,Yes,Yes,No,Yes,Low,Low,High,Distinction,Auditory,0.3500000000000001,0.43999999999999995,0.8833333333333334,0.5,0.5,1.0
7633,16,74,0,1,1,1,0,21,1,17,1,59,46,1,0,3,Female,Yes,Yes,Yes,Yes,Low,High,High,Fail,Kinesthetic,0.3500000000000001,0.17999999999999994,0.09999999999999998,0.5,0.0,1.0
7634,16,74,1,0,1,1,0,18,0,15,1,72,93,0,1,0,Female,Yes,No,No,Yes,Low,Low,Low,Distinction,Auditory,0.3500000000000001,0.43999999999999995,0.8833333333333334,0.5,0.5,1.0
7635,16,74,1,0,1,1,0,21,1,17,1,59,46,1,0,3,Female,Yes,No,Yes,Yes,Low,High,Low,Fail,Kinesthetic,0.3500000000000001,0.17999999999999994,0.09999999999999998,0.5,0.0,1.0
7636,12,79,2,0,1,1,0,26,3,8,0,50,67,1,2,2,Female,Yes,No,Yes,No,Low,Medium,Medium,Pass,Visual,0.4750000000000001,0.0,0.45000000000000007,0.5,1.0,0.0
7637,12,79,1,0,2,1,0,26,3,8,0,50,67,1,2,2,Female,Yes,No,Yes,No,Medium,Medium,Low,Pass,Visual,0.4750000000000001,0.0,0.45000000000000007,1.0,1.0,0.0
7638,12,79,1,1,0,1,0,26,3,8,0,50,67,1,2,2,Female,Yes,Yes,Yes,No,High,Medium,Low,Pass,Visual,0.4750000000000001,0.0,0.45000000000000007,0.0,1.0,0.0
7639,30,73,1,0,1,1,1,29,0,12,0,64,94,1,1,0,Male,Yes,No,Yes,No,Low,Low,Low,Distinction,Auditory,0.3250000000000002,0.28,0.9,0.5,0.5,0.0
7640,30,73,1,0,1,1,1,25,0,18,1,65,91,0,1,0,Male,Yes,No,No,Yes,Low,Low,Low,Distinction,Auditory,0.3250000000000002,0.30000000000000004,0.85,0.5,0.5,1.0
7641,30,73,1,0,1,1,1,27,2,5,1,65,79,1,0,1,Male,Yes,No,Yes,Yes,Low,High,Low,Merit,ReadWrite,0.3250000000000002,0.30000000000000004,0.65,0.5,0.0,1.0
7642,30,73,1,0,1,1,1,28,1,4,1,74,89,1,2,0,Male,Yes,No,Yes,Yes,Low,Medium,Low,Distinction,Kinesthetic,0.3250000000000002,0.48,0.8166666666666668,0.5,1.0,1.0
7643,30,73,1,0,1,1,1,22,2,16,1,89,73,1,2,1,Male,Yes,No,Yes,Yes,Low,Medium,Low,Merit,ReadWrite,0.3250000000000002,0.78,0.5499999999999999,0.5,1.0,1.0
7644,30,73,1,1,0,1,1,29,0,12,0,64,94,1,1,0,Male,Yes,Yes,Yes,No,High,Low,Low,Distinction,Auditory,0.3250000000000002,0.28,0.9,0.0,0.5,0.0
7645,30,73,1,1,0,1,1,25,0,18,1,65,91,0,1,0,Male,Yes,Yes,No,Yes,High,Low,Low,Distinction,Auditory,0.3250000000000002,0.30000000000000004,0.85,0.0,0.5,1.0
7646,30,73,1,1,0,1,1,27,2,5,1,65,79,1,0,1,Male,Yes,Yes,Yes,Yes,High,High,Low,Merit,ReadWrite,0.3250000000000002,0.30000000000000004,0.65,0.0,0.0,1.0
7647,30,73,1,1,0,1,1,28,1,4,1,74,89,1,2,0,Male,Yes,Yes,Yes,Yes,High,Medium,Low,Distinction,Kinesthetic,0.3250000000000002,0.48,0.8166666666666668,0.0,1.0,1.0
7648,30,73,1,1,0,1,1,22,2,16,1,89,73,1,2,1,Male,Yes,Yes,Yes,Yes,High,Medium,Low,Merit,ReadWrite,0.3250000000000002,0.78,0.5499999999999999,0.0,1.0,1.0
7649,26,64,2,0,0,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,No,Yes,Yes,High,Low,Medium,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,0.0,0.5,1.0
7650,26,64,2,0,0,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,No,Yes,Yes,High,Low,Medium,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,0.0,0.5,1.0
7651,26,64,1,0,2,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,No,Yes,Yes,Medium,Low,Low,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,1.0,0.5,1.0
7652,26,64,1,0,2,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,No,Yes,Yes,Medium,Low,Low,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,1.0,0.5,1.0
7653,26,64,2,0,1,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,No,Yes,Yes,Low,Low,Medium,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,0.5,0.5,1.0
7654,26,64,2,0,1,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Medium,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,0.5,0.5,1.0
7655,26,64,1,0,1,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,No,Yes,Yes,Low,Low,Low,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,0.5,0.5,1.0
7656,26,64,1,0,1,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Low,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,0.5,0.5,1.0
7657,26,64,0,1,0,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,Yes,Yes,Yes,High,Low,High,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,0.0,0.5,1.0
7658,26,64,0,1,0,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,Yes,Yes,Yes,High,Low,High,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,0.0,0.5,1.0
7659,26,64,2,0,1,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,No,Yes,Yes,Low,Low,Medium,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,0.5,0.5,1.0
7660,26,64,2,0,1,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Medium,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,0.5,0.5,1.0
7661,26,64,1,1,2,1,1,28,0,12,1,52,87,1,1,0,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,1.0,0.5,1.0
7662,26,64,1,1,2,1,1,27,1,2,1,53,84,1,1,1,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,1.0,0.5,1.0
7663,26,64,2,1,1,0,1,28,0,12,1,52,87,1,1,0,Male,No,Yes,Yes,Yes,Low,Low,Medium,Distinction,Auditory,0.10000000000000009,0.040000000000000036,0.7833333333333333,0.5,0.5,1.0
7664,26,64,2,1,1,0,1,27,1,2,1,53,84,1,1,1,Male,No,Yes,Yes,Yes,Low,Low,Medium,Merit,Kinesthetic,0.10000000000000009,0.06000000000000005,0.7333333333333333,0.5,0.5,1.0
7665,16,66,0,0,0,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,No,Yes,No,High,High,High,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.0,0.0,0.0
7666,16,66,0,0,0,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,No,No,No,High,Medium,High,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.0,1.0,0.0
7667,16,66,0,0,0,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,No,No,Yes,High,Medium,High,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.0,1.0,1.0
7668,16,66,1,1,1,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,Yes,Yes,No,Low,High,Low,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.5,0.0,0.0
7669,16,66,1,1,1,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,Yes,No,No,Low,Medium,Low,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.5,1.0,0.0
7670,16,66,1,1,1,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.5,1.0,1.0
7671,16,66,1,0,1,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,No,Yes,No,Low,High,Low,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.5,0.0,0.0
7672,16,66,1,0,1,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,No,No,No,Low,Medium,Low,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.5,1.0,0.0
7673,16,66,1,0,1,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,No,No,Yes,Low,Medium,Low,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.5,1.0,1.0
7674,16,66,1,1,0,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,Yes,Yes,No,High,High,Low,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.0,0.0,0.0
7675,16,66,1,1,0,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,Yes,No,No,High,Medium,Low,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.0,1.0,0.0
7676,16,66,1,1,0,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,Yes,No,Yes,High,Medium,Low,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.0,1.0,1.0
7677,16,66,2,0,1,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,No,Yes,No,Low,High,Medium,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.5,0.0,0.0
7678,16,66,2,0,1,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,No,No,No,Low,Medium,Medium,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.5,1.0,0.0
7679,16,66,2,0,1,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,No,No,Yes,Low,Medium,Medium,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.5,1.0,1.0
7680,16,66,2,0,2,0,1,29,3,20,0,57,70,1,0,1,Male,No,No,Yes,No,Medium,High,Medium,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,1.0,0.0,0.0
7681,16,66,2,0,2,0,1,26,1,13,0,82,81,0,2,1,Male,No,No,No,No,Medium,Medium,Medium,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,1.0,1.0,0.0
7682,16,66,2,0,2,0,1,25,3,7,1,66,64,0,2,2,Male,No,No,No,Yes,Medium,Medium,Medium,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,1.0,1.0,1.0
7683,16,66,1,1,1,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,Yes,Yes,No,Low,High,Low,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.5,0.0,0.0
7684,16,66,1,1,1,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,Yes,No,No,Low,Medium,Low,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.5,1.0,0.0
7685,16,66,1,1,1,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,Yes,No,Yes,Low,Medium,Low,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.5,1.0,1.0
7686,16,66,1,1,0,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,Yes,Yes,No,High,High,Low,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,0.0,0.0,0.0
7687,16,66,1,1,0,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,Yes,No,No,High,Medium,Low,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,0.0,1.0,0.0
7688,16,66,1,1,0,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,Yes,No,Yes,High,Medium,Low,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,0.0,1.0,1.0
7689,16,66,1,1,2,1,1,29,3,20,0,57,70,1,0,1,Male,Yes,Yes,Yes,No,Medium,High,Low,Merit,Visual,0.15000000000000013,0.14000000000000012,0.5000000000000001,1.0,0.0,0.0
7690,16,66,1,1,2,1,1,26,1,13,0,82,81,0,2,1,Male,Yes,Yes,No,No,Medium,Medium,Low,Merit,Kinesthetic,0.15000000000000013,0.6400000000000001,0.6833333333333335,1.0,1.0,0.0
7691,16,66,1,1,2,1,1,25,3,7,1,66,64,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,Low,Pass,Visual,0.15000000000000013,0.32000000000000006,0.4,1.0,1.0,1.0
7692,34,61,1,0,1,1,1,28,3,11,1,97,80,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Low,Merit,Visual,0.025000000000000133,0.94,0.6666666666666666,0.5,0.5,1.0
7693,34,61,1,0,1,1,1,20,1,10,0,53,60,1,1,2,Male,Yes,No,Yes,No,Low,Low,Low,Pass,Kinesthetic,0.025000000000000133,0.06000000000000005,0.33333333333333337,0.5,0.5,0.0
7694,34,61,1,0,1,1,1,21,1,15,1,69,52,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,Low,Fail,Kinesthetic,0.025000000000000133,0.3800000000000001,0.20000000000000007,0.5,1.0,1.0
7695,34,61,1,0,1,1,1,29,3,9,1,51,64,1,1,2,Male,Yes,No,Yes,Yes,Low,Low,Low,Pass,Visual,0.025000000000000133,0.020000000000000018,0.4,0.5,0.5,1.0
7696,34,61,1,1,2,1,1,28,3,11,1,97,80,1,1,1,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Merit,Visual,0.025000000000000133,0.94,0.6666666666666666,1.0,0.5,1.0
7697,34,61,1,1,2,1,1,20,1,10,0,53,60,1,1,2,Male,Yes,Yes,Yes,No,Medium,Low,Low,Pass,Kinesthetic,0.025000000000000133,0.06000000000000005,0.33333333333333337,1.0,0.5,0.0
7698,34,61,1,1,2,1,1,21,1,15,1,69,52,1,2,3,Male,Yes,Yes,Yes,Yes,Medium,Medium,Low,Fail,Kinesthetic,0.025000000000000133,0.3800000000000001,0.20000000000000007,1.0,1.0,1.0
7699,34,61,1,1,2,1,1,29,3,9,1,51,64,1,1,2,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Pass,Visual,0.025000000000000133,0.020000000000000018,0.4,1.0,0.5,1.0
7700,26,79,0,0,1,1,1,25,2,13,1,93,47,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,High,Fail,ReadWrite,0.4750000000000001,0.8600000000000001,0.1166666666666667,0.5,1.0,1.0
7701,26,79,0,0,1,1,1,29,2,20,1,90,75,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,High,Merit,ReadWrite,0.4750000000000001,0.8,0.5833333333333334,0.5,0.5,1.0
7702,26,79,0,0,1,1,1,27,3,0,0,89,76,1,1,1,Male,Yes,No,Yes,No,Low,Low,High,Merit,Visual,0.4750000000000001,0.78,0.6,0.5,0.5,0.0
7703,26,79,0,0,1,1,1,25,3,7,0,55,83,0,0,1,Male,Yes,No,No,No,Low,High,High,Merit,Visual,0.4750000000000001,0.10000000000000009,0.7166666666666667,0.5,0.0,0.0
7704,26,79,2,0,1,1,1,25,2,13,1,93,47,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,Medium,Fail,ReadWrite,0.4750000000000001,0.8600000000000001,0.1166666666666667,0.5,1.0,1.0
7705,26,79,2,0,1,1,1,29,2,20,1,90,75,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Medium,Merit,ReadWrite,0.4750000000000001,0.8,0.5833333333333334,0.5,0.5,1.0
7706,26,79,2,0,1,1,1,27,3,0,0,89,76,1,1,1,Male,Yes,No,Yes,No,Low,Low,Medium,Merit,Visual,0.4750000000000001,0.78,0.6,0.5,0.5,0.0
7707,26,79,2,0,1,1,1,25,3,7,0,55,83,0,0,1,Male,Yes,No,No,No,Low,High,Medium,Merit,Visual,0.4750000000000001,0.10000000000000009,0.7166666666666667,0.5,0.0,0.0
7708,26,79,0,0,1,1,1,25,2,13,1,93,47,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,High,Fail,ReadWrite,0.4750000000000001,0.8600000000000001,0.1166666666666667,0.5,1.0,1.0
7709,26,79,0,0,1,1,1,29,2,20,1,90,75,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,High,Merit,ReadWrite,0.4750000000000001,0.8,0.5833333333333334,0.5,0.5,1.0
7710,26,79,0,0,1,1,1,27,3,0,0,89,76,1,1,1,Male,Yes,No,Yes,No,Low,Low,High,Merit,Visual,0.4750000000000001,0.78,0.6,0.5,0.5,0.0
7711,26,79,0,0,1,1,1,25,3,7,0,55,83,0,0,1,Male,Yes,No,No,No,Low,High,High,Merit,Visual,0.4750000000000001,0.10000000000000009,0.7166666666666667,0.5,0.0,0.0
7712,26,79,0,1,1,1,1,25,2,13,1,93,47,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,High,Fail,ReadWrite,0.4750000000000001,0.8600000000000001,0.1166666666666667,0.5,1.0,1.0
7713,26,79,0,1,1,1,1,29,2,20,1,90,75,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,High,Merit,ReadWrite,0.4750000000000001,0.8,0.5833333333333334,0.5,0.5,1.0
7714,26,79,0,1,1,1,1,27,3,0,0,89,76,1,1,1,Male,Yes,Yes,Yes,No,Low,Low,High,Merit,Visual,0.4750000000000001,0.78,0.6,0.5,0.5,0.0
7715,26,79,0,1,1,1,1,25,3,7,0,55,83,0,0,1,Male,Yes,Yes,No,No,Low,High,High,Merit,Visual,0.4750000000000001,0.10000000000000009,0.7166666666666667,0.5,0.0,0.0
7716,26,79,2,1,0,0,1,25,2,13,1,93,47,1,2,3,Male,No,Yes,Yes,Yes,High,Medium,Medium,Fail,ReadWrite,0.4750000000000001,0.8600000000000001,0.1166666666666667,0.0,1.0,1.0
7717,26,79,2,1,0,0,1,29,2,20,1,90,75,1,1,1,Male,No,Yes,Yes,Yes,High,Low,Medium,Merit,ReadWrite,0.4750000000000001,0.8,0.5833333333333334,0.0,0.5,1.0
7718,26,79,2,1,0,0,1,27,3,0,0,89,76,1,1,1,Male,No,Yes,Yes,No,High,Low,Medium,Merit,Visual,0.4750000000000001,0.78,0.6,0.0,0.5,0.0
7719,26,79,2,1,0,0,1,25,3,7,0,55,83,0,0,1,Male,No,Yes,No,No,High,High,Medium,Merit,Visual,0.4750000000000001,0.10000000000000009,0.7166666666666667,0.0,0.0,0.0
7720,18,98,0,0,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,High,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7721,18,98,2,1,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7722,18,98,0,0,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,High,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7723,18,98,1,1,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7724,18,98,1,0,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,Low,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7725,18,98,2,1,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7726,18,98,1,0,0,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,No,Yes,Yes,High,Medium,Low,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.0,1.0,1.0
7727,18,98,0,1,0,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,Yes,Yes,Yes,High,Medium,High,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.0,1.0,1.0
7728,18,98,0,0,1,1,1,26,0,8,1,72,48,1,2,3,Male,Yes,No,Yes,Yes,Low,Medium,High,Fail,Auditory,0.9500000000000002,0.43999999999999995,0.13333333333333341,0.5,1.0,1.0
7729,5,65,2,1,0,1,1,28,0,16,0,62,100,1,0,0,Male,Yes,Yes,Yes,No,High,High,Medium,Distinction,Auditory,0.125,0.24,1.0,0.0,0.0,0.0
7730,5,65,2,1,0,1,1,19,2,19,1,55,83,1,1,1,Male,Yes,Yes,Yes,Yes,High,Low,Medium,Merit,ReadWrite,0.125,0.10000000000000009,0.7166666666666667,0.0,0.5,1.0
7731,5,65,2,1,0,1,1,21,3,8,1,90,40,0,2,3,Male,Yes,Yes,No,Yes,High,Medium,Medium,Fail,Visual,0.125,0.8,0.0,0.0,1.0,1.0
7732,5,65,2,0,1,1,1,28,0,16,0,62,100,1,0,0,Male,Yes,No,Yes,No,Low,High,Medium,Distinction,Auditory,0.125,0.24,1.0,0.5,0.0,0.0
7733,5,65,2,0,1,1,1,19,2,19,1,55,83,1,1,1,Male,Yes,No,Yes,Yes,Low,Low,Medium,Merit,ReadWrite,0.125,0.10000000000000009,0.7166666666666667,0.5,0.5,1.0
7734,5,65,2,0,1,1,1,21,3,8,1,90,40,0,2,3,Male,Yes,No,No,Yes,Low,Medium,Medium,Fail,Visual,0.125,0.8,0.0,0.5,1.0,1.0
7735,34,98,2,0,1,1,1,26,2,11,1,64,44,0,2,3,Male,Yes,No,No,Yes,Low,Medium,Medium,Fail,ReadWrite,0.9500000000000002,0.28,0.06666666666666665,0.5,1.0,1.0
7736,34,98,2,0,1,1,1,20,1,10,1,53,48,0,1,3,Male,Yes,No,No,Yes,Low,Low,Medium,Fail,Kinesthetic,0.9500000000000002,0.06000000000000005,0.13333333333333341,0.5,0.5,1.0
7737,34,98,2,0,1,1,1,25,3,0,1,82,50,0,1,3,Male,Yes,No,No,Yes,Low,Low,Medium,Fail,Visual,0.9500000000000002,0.6400000000000001,0.16666666666666674,0.5,0.5,1.0
7738,12,89,1,1,1,1,1,23,3,9,0,65,42,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,Low,Fail,Visual,0.7250000000000001,0.30000000000000004,0.033333333333333326,0.5,1.0,0.0
7739,12,89,1,1,1,1,1,29,0,11,1,93,92,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Distinction,Auditory,0.7250000000000001,0.8600000000000001,0.8666666666666666,0.5,0.5,1.0
7740,12,89,1,1,1,1,1,19,2,19,1,88,96,0,1,0,Male,Yes,Yes,No,Yes,Low,Low,Low,Distinction,ReadWrite,0.7250000000000001,0.76,0.9333333333333335,0.5,0.5,1.0
7741,12,89,1,1,1,1,1,29,1,14,0,58,41,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,Low,Fail,Kinesthetic,0.7250000000000001,0.15999999999999992,0.01666666666666672,0.5,1.0,0.0
7742,12,89,1,1,1,1,1,27,2,18,1,55,83,1,2,1,Male,Yes,Yes,Yes,Yes,Low,Medium,Low,Merit,ReadWrite,0.7250000000000001,0.10000000000000009,0.7166666666666667,0.5,1.0,1.0
7743,12,89,0,1,0,1,1,23,3,9,0,65,42,1,2,3,Male,Yes,Yes,Yes,No,High,Medium,High,Fail,Visual,0.7250000000000001,0.30000000000000004,0.033333333333333326,0.0,1.0,0.0
7744,12,89,0,1,0,1,1,29,0,11,1,93,92,1,1,0,Male,Yes,Yes,Yes,Yes,High,Low,High,Distinction,Auditory,0.7250000000000001,0.8600000000000001,0.8666666666666666,0.0,0.5,1.0
7745,12,89,0,1,0,1,1,19,2,19,1,88,96,0,1,0,Male,Yes,Yes,No,Yes,High,Low,High,Distinction,ReadWrite,0.7250000000000001,0.76,0.9333333333333335,0.0,0.5,1.0
7746,12,89,0,1,0,1,1,29,1,14,0,58,41,1,2,3,Male,Yes,Yes,Yes,No,High,Medium,High,Fail,Kinesthetic,0.7250000000000001,0.15999999999999992,0.01666666666666672,0.0,1.0,0.0
7747,12,89,0,1,0,1,1,27,2,18,1,55,83,1,2,1,Male,Yes,Yes,Yes,Yes,High,Medium,High,Merit,ReadWrite,0.7250000000000001,0.10000000000000009,0.7166666666666667,0.0,1.0,1.0
7748,12,89,0,1,1,1,1,23,3,9,0,65,42,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,High,Fail,Visual,0.7250000000000001,0.30000000000000004,0.033333333333333326,0.5,1.0,0.0
7749,12,89,0,1,1,1,1,29,0,11,1,93,92,1,1,0,Male,Yes,Yes,Yes,Yes,Low,Low,High,Distinction,Auditory,0.7250000000000001,0.8600000000000001,0.8666666666666666,0.5,0.5,1.0
7750,12,89,0,1,1,1,1,19,2,19,1,88,96,0,1,0,Male,Yes,Yes,No,Yes,Low,Low,High,Distinction,ReadWrite,0.7250000000000001,0.76,0.9333333333333335,0.5,0.5,1.0
7751,12,89,0,1,1,1,1,29,1,14,0,58,41,1,2,3,Male,Yes,Yes,Yes,No,Low,Medium,High,Fail,Kinesthetic,0.7250000000000001,0.15999999999999992,0.01666666666666672,0.5,1.0,0.0
7752,12,89,0,1,1,1,1,27,2,18,1,55,83,1,2,1,Male,Yes,Yes,Yes,Yes,Low,Medium,High,Merit,ReadWrite,0.7250000000000001,0.10000000000000009,0.7166666666666667,0.5,1.0,1.0
7753,12,89,2,0,1,0,1,23,3,9,0,65,42,1,2,3,Male,No,No,Yes,No,Low,Medium,Medium,Fail,Visual,0.7250000000000001,0.30000000000000004,0.033333333333333326,0.5,1.0,0.0
7754,12,89,2,0,1,0,1,29,0,11,1,93,92,1,1,0,Male,No,No,Yes,Yes,Low,Low,Medium,Distinction,Auditory,0.7250000000000001,0.8600000000000001,0.8666666666666666,0.5,0.5,1.0
7755,12,89,2,0,1,0,1,19,2,19,1,88,96,0,1,0,Male,No,No,No,Yes,Low,Low,Medium,Distinction,ReadWrite,0.7250000000000001,0.76,0.9333333333333335,0.5,0.5,1.0
7756,12,89,2,0,1,0,1,29,1,14,0,58,41,1,2,3,Male,No,No,Yes,No,Low,Medium,Medium,Fail,Kinesthetic,0.7250000000000001,0.15999999999999992,0.01666666666666672,0.5,1.0,0.0
7757,12,89,2,0,1,0,1,27,2,18,1,55,83,1,2,1,Male,No,No,Yes,Yes,Low,Medium,Medium,Merit,ReadWrite,0.7250000000000001,0.10000000000000009,0.7166666666666667,0.5,1.0,1.0
7758,10,85,1,1,0,1,1,25,1,2,1,59,68,0,2,2,Male,Yes,Yes,No,Yes,High,Medium,Low,Pass,Kinesthetic,0.625,0.17999999999999994,0.4666666666666667,0.0,1.0,1.0
